"ocid","release_id","id","title","description","status","procuringEntity_id","procuringEntity_name","value_amount","value_currency","procurementMethod","procurementMethodDetails","mainProcurementCategory","awardCriteria","tenderPeriod_startDate","tenderPeriod_endDate","tenderPeriod_maxExtentDate","tenderPeriod_durationInDays","enquiryPeriod_startDate","enquiryPeriod_endDate","enquiryPeriod_maxExtentDate","enquiryPeriod_durationInDays","hasEnquiries","eligibilityCriteria","awardPeriod_startDate","awardPeriod_endDate","awardPeriod_maxExtentDate","awardPeriod_durationInDays","numberOfTenderers"
"ocds-5wno2w-RE-PU-EEGA-2025-002-3217","RE-PU-EEGA-2025-002-3217-2025-07-12T17:13:17.460Z-compiled","RE-PU-EEGA-2025-002-3217","RE-PU-EEGA-2025-002-3217","SOPORTE TÉCNICO PARA LA OPERACIÓN Y MANTENIMIENTO DEL PARQUE EÓLICO HUASCACHACA EXEPTUANDO LA SUBESTACIÓN UCHUCAY","active","EC-RUC-0190167453001-3217","ELECTRO GENERADORA DEL AUSTRO S.A.","2370000.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-05-16T11:00:00-05:00","2025-05-26T14:00:00-05:00","2025-05-26T14:00:00-05:00","10","2025-05-16T11:00:00-05:00","","","","","Experiencia,Cumplimiento Especificaciones","","2025-06-13T16:00:00-05:00","2025-06-13T16:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-EPMMQ-2025-002-410205","RE-PU-EPMMQ-2025-002-410205-2025-07-15T16:57:35.063Z-compiled","RE-PU-EPMMQ-2025-002-410205","RE-PU-EPMMQ-2025-002-410205","SERVICIO DE MANTENIMIENTO CONTINUO PARA EL SISTEMA DE SEÑALIZACIÓN FERROVIARIA DE LA PRIMERA LINEA DEL METRO DE QUITO","active","EC-RUC-1768164650001-410205","EMPRESA PÚBLICA METROPOLITANA METRO DE QUITO","3800000.05","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-05-16T17:00:00-05:00","2025-05-26T13:00:00-05:00","2025-05-26T13:00:00-05:00","9","2025-05-16T17:00:00-05:00","","","","","Otros Parámetros de Calificación,Cumplimiento Especificaciones,Equipo Propuesto,Personal Técnico,Experiencia Específica,Experiencia Personal Técnico","","2025-05-30T20:00:00-05:00","2025-05-30T20:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-CELECEP-2025-10066-238940","RE-PU-CELECEP-2025-10066-238940-2025-07-15T16:59:24.157Z-compiled","RE-PU-CELECEP-2025-10066-238940","RE-PU-CELECEP-2025-10066-238940","CCS ADQUISICION DE TRES RODETES TIPO PELTON PARA LA CENTRAL COCA CODO SINCLAIR","active","EC-RUC-1768152800001-238940","CORPORACION ELECTRICA DEL ECUADOR CELEC EP.","8998263.00","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-04-29T15:00:00-05:00","2025-05-07T11:00:00-05:00","2025-05-07T11:00:00-05:00","7","2025-04-29T15:00:00-05:00","","","","TRUE","Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia General,Experiencia Específica","","2025-05-21T17:00:00-05:00","2025-05-21T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-MEF-2025-003-2468","RE-PU-MEF-2025-003-2468-2025-07-01T17:39:16.151Z-compiled","RE-PU-MEF-2025-003-2468","RE-PU-MEF-2025-003-2468","SOPORTE TÉCNICO Y ACTUALIZACIÓN DE SOFTWARE DE PRODUCTOS ORACLE INSTALADOS","complete","EC-RUC-1760000900001-2468","MINISTERIO DE ECONOMÍA Y FINANZAS","697069.30","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-05-19T14:00:00-05:00","2025-06-02T14:00:00-05:00","2025-06-02T14:00:00-05:00","14","2025-05-19T14:00:00-05:00","","","","","Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia General,Experiencia Específica","","2025-06-16T12:42:00-05:00","2025-06-16T12:42:00-05:00","","1"
"ocds-5wno2w-RE-PU-HEJCA-2025-044-87497","RE-PU-HEJCA-2025-044-87497-2025-05-29T15:29:56.590Z-compiled","RE-PU-HEJCA-2025-044-87497","RE-PU-HEJCA-2025-044-87497","ADQUISICIÓN EMICIZUMAB LIQUIDO PARENTERAL 150 MG/ML Y EMICIZUMAB LIQUIDO PARENTERAL  30 MG/ML","active","EC-RUC-0160017400001-87497","HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA","652451.40","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-04-30T17:00:00-05:00","2025-05-06T15:00:00-05:00","2025-05-06T15:00:00-05:00","5","2025-04-30T17:00:00-05:00","","","","","Otros Parámetros de Calificación","","2025-05-16T20:00:00-05:00","2025-05-16T20:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-EPMT-SD-2025-001-479584","RE-PU-EPMT-SD-2025-001-479584-2025-06-12T16:01:00.970Z-compiled","RE-PU-EPMT-SD-2025-001-479584","RE-PU-EPMT-SD-2025-001-479584","MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE VEHÍCULOS CATALOGO ELECTRÓNICO 2022","active","EC-RUC-2360005400001-479584","EMPRESA PUBLICA MUNICIPAL DE TRANSPORTE TERRESTRE, TRANSITO, SEGURIDAD VIAL Y TERMINALES TERRESTRES DE SANTO DOMINGO EPMT-SD","34232.90","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-05-15T12:00:00-05:00","2025-05-21T13:00:00-05:00","2025-05-21T13:00:00-05:00","6","2025-05-15T12:00:00-05:00","","","","","Equipo Propuesto,Personal Técnico,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","","2025-05-30T16:00:00-05:00","2025-05-30T16:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-HGNGC-2025-001-818925","RE-PU-HGNGC-2025-001-818925-2025-08-12T22:30:47.047Z-compiled","RE-PU-HGNGC-2025-001-818925","RE-PU-HGNGC-2025-001-818925","ADQUISICIÓN DE REPUESTOS Y CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA LOS EQUIPOS STERIS DE LA CENTRAL DE ESTERILIZACIÓN DEL HOSPITAL GENERAL DEL NORTE DE GUAYAQUIL LOS CEIBOS","active","EC-RUC-0968606840001-818925","HOSPITAL GENERAL DEL NORTE DE GUAYAQUIL LOS CEIBOS","340799.79","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-05-15T20:00:00-05:00","2025-05-28T10:00:00-05:00","2025-05-28T10:00:00-05:00","12","2025-05-15T20:00:00-05:00","","","","TRUE","Otros Parámetros de Calificación,Cumplimiento Especificaciones,Metodología y Cronograma,Equipo Propuesto,Personal Técnico,Experiencia General,Experiencia Específica","","2025-06-09T12:00:00-05:00","2025-06-09T12:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-UTN-2025-03-83514","RE-PU-UTN-2025-03-83514-2025-05-30T15:37:24.558Z-compiled","RE-PU-UTN-2025-03-83514","RE-PU-UTN-2025-03-83514","CONTRATACIÓN DEL SERVICIO PARA LA PROVISIÓN DE COMBUSTIBLE DIÉSEL 2 INDUSTRIAL PARA EL FUNCIONAMIENTO DE LOS CALDEROS DEL CUARTO DE MÁQUINAS DEL COMPLEJO ACUÁTICO, MAQUINARIA Y TRACTORES DE LA HACIENDA SANTA MÓNICA Y GRANJA EXPERIMENTAL LA PRADERA","active","EC-RUC-1060001070001-83514","Universidad Técnica del Norte","17000.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-05-15T18:00:00-05:00","2025-05-22T10:30:00-05:00","2025-05-22T10:30:00-05:00","6","2025-05-15T18:00:00-05:00","","","","TRUE","Personal Técnico,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","","2025-06-04T17:30:00-05:00","2025-06-04T17:30:00-05:00","","1"
"ocds-5wno2w-RE-PU-RPCFO-2025-00001-374548","RE-PU-RPCFO-2025-00001-374548-2025-05-17T12:57:59.346Z-compiled","RE-PU-RPCFO-2025-00001-374548","RE-PU-RPCFO-2025-00001-374548","Actualización del Sistema Integral de Gestión Registral del Registro de la Propiedad del Cantón Francisco de Orellana para incorporar la digitalización, almacenamiento e indexación de la gestión documental de los procesos administrativos","active","EC-RUC-2260012550001-374548","REGISTRO DE LA PROPIEDAD DEL CANTON FRANCISCO DE ORELLANA","26000.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-05-08T16:00:00-05:00","2025-05-14T16:00:00-05:00","2025-05-14T16:00:00-05:00","6","2025-05-08T16:00:00-05:00","","","","","Cumplimiento Especificaciones,Metodología y Cronograma,Personal Técnico,Instrumentos y equipos disponibles","","2025-05-19T16:00:00-05:00","2025-05-19T16:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-HGSF-2025-001-390394","RE-PU-HGSF-2025-001-390394-2025-08-12T22:30:47.311Z-compiled","RE-PU-HGSF-2025-001-390394","RE-PU-HGSF-2025-001-390394","CONTRATACIÓN DEL SERVICIO DEMANTENIMIENTO PREVENTIVO Y CORRECTIVO INCLUIDO REPUESTOS DE LOS EQUIPOS PENTAX,RICHARD WOLF DEL HOSPITAL GENERAL SAN FRANCISCO","complete","EC-RUC-1768161120001-390394","HOSPITAL GENERAL- SAN FRANCISCO","478437.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-05-16T10:00:00-05:00","2025-05-26T10:00:00-05:00","2025-05-26T10:00:00-05:00","10","2025-05-16T10:00:00-05:00","","","","TRUE","Otros Parámetros de Calificación,Cumplimiento Especificaciones,Equipo Propuesto,Experiencia Personal Técnico","","2025-06-03T11:09:00-05:00","2025-06-03T11:09:00-05:00","","1"
"ocds-5wno2w-RE-PU-GADPO-2025-16-29112","RE-PU-GADPO-2025-16-29112-2025-06-20T17:01:40.338Z-compiled","RE-PU-GADPO-2025-16-29112","RE-PU-GADPO-2025-16-29112","ADQUISICIÓN DE REPUESTOS Y SERVICIO DE REPARACIÓN DEL MOTOR DEL TRACTOR KOMATSU N 16 DE PROPIEDAD DEL GOBIERNO AUTÓNOMO DESCENTRALIZADO DE LA PROVINCIA DE ORELLANA","active","EC-RUC-1560002480001-29112","GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE ORELLANA","31817.98","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-05-19T16:30:00-05:00","2025-05-27T09:30:00-05:00","2025-05-27T09:30:00-05:00","7","2025-05-19T16:30:00-05:00","","","","","Plazo de Entrega,Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Equipo Propuesto,Personal Técnico,Experiencia Específica,Experiencia Personal Técnico","","2025-06-02T17:00:00-05:00","2025-06-02T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-CNT-2025-2680-236009","RE-PU-CNT-2025-2680-236009-2025-08-12T22:30:51.714Z-compiled","RE-PU-CNT-2025-2680-236009","RE-PU-CNT-2025-2680-236009","PRESTACION DE LOS SERVICIOS DE ACTUALIZACION SOPORTE TECNICO Y HORAS BAJO DEMANDA DE ASISTENCIA TECNICA ESPECIALIZADA DEL SISTEMA DE LIQUIDACION Y RETRIBUCION ECONOMICA PARA CANALES INDIRECTOS DE LA CNT-EP","active","EC-RUC-1768152560001-236009","CORPORACION NACIONAL DE TELECOMUNICACIONES","203920.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-05-19T17:00:00-05:00","2025-05-30T15:00:00-05:00","2025-05-30T15:00:00-05:00","10","2025-05-19T17:00:00-05:00","","","","","Experiencia,Equipo Propuesto,Personal Técnico,Experiencia Específica,Experiencia Personal Técnico","","2025-06-13T16:00:00-05:00","2025-06-13T16:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-DNPJ-2025-010-183304","RE-PU-DNPJ-2025-010-183304-2025-06-05T15:45:28.624Z-compiled","RE-PU-DNPJ-2025-010-183304","RE-PU-DNPJ-2025-010-183304","Adquisición de reactivos físicos y químicos para el revelado de rastros de origen dactilar","active","EC-RUC-1768048660001-183304","UDAF-EOD DIRECCION NACIONAL DE INVESTIGACION DE POLICIA JUDICIAL","19996.17","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-05-13T12:00:00-05:00","2025-05-16T14:00:00-05:00","2025-05-16T14:00:00-05:00","3","2025-05-13T12:00:00-05:00","","","","","Oferta Económica,Otros Parámetros de Calificación","","2025-05-16T20:00:00-05:00","2025-05-16T20:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-ESPE-2025-003-30573","RE-PU-ESPE-2025-003-30573-2025-06-10T15:47:37.107Z-compiled","RE-PU-ESPE-2025-003-30573","RE-PU-ESPE-2025-003-30573","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO A LOS ASCENSORES MARCA MITSUBISHI","active","EC-RUC-1768007390001-30573","UNIVERSIDAD DE LAS FUERZAS ARMADAS  ESPE","11647.80","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-04-30T20:00:00-05:00","2025-05-08T10:00:00-05:00","2025-05-08T10:00:00-05:00","7","2025-04-30T20:00:00-05:00","","","","","Experiencia,Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Equipo Propuesto,Personal Técnico,Experiencia Específica,Experiencia Personal Técnico","","2025-05-14T17:00:00-05:00","2025-05-14T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-GADPO-2025-15-29112","RE-PU-GADPO-2025-15-29112-2025-06-20T17:01:40.516Z-compiled","RE-PU-GADPO-2025-15-29112","RE-PU-GADPO-2025-15-29112","ADQUISICIÓN DE REPUESTOS Y SERVICIO DE REPARACIÓN DEL MOTOR DEL TRACTOR KOMATSU N15 DE PROPIEDAD DEL GOBIERNO AUTÓNOMO DESCENTRALIZADO DE LA PROVINCIA DE ORELLANA","active","EC-RUC-1560002480001-29112","GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE ORELLANA","30635.81","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-05-19T12:00:00-05:00","2025-05-27T10:00:00-05:00","2025-05-27T10:00:00-05:00","7","2025-05-19T12:00:00-05:00","","","","","Plazo de Entrega,Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Equipo Propuesto,Personal Técnico,Experiencia Específica,Experiencia Personal Técnico","","2025-06-02T16:00:00-05:00","2025-06-02T16:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-HVCM-2025-004-12070","RE-PU-HVCM-2025-004-12070-2025-06-10T15:47:37.549Z-compiled","RE-PU-HVCM-2025-004-12070","RE-PU-HVCM-2025-004-12070","ADQUISICIÓN DE PROCESADOR EXTERNO DE IMPLANTE COCLEAR COMPATIBLE CON LA MARCA ADVANCED BIONICS CON APOYO TECNOLÓGICO","active","EC-RUC-0160006390001-12070","HOSPITAL VICENTE CORRAL MOSCOSO","174000.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-05-01T13:20:00-05:00","2025-05-12T18:00:00-05:00","2025-05-12T18:00:00-05:00","11","2025-05-01T13:20:00-05:00","","","","","Otros Parámetros de Calificación","","2025-05-20T19:00:00-05:00","2025-05-20T19:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-HIESSRI-2025-002-2561","RE-PU-HIESSRI-2025-002-2561-2025-06-14T16:06:07.781Z-compiled","RE-PU-HIESSRI-2025-002-2561","RE-PU-HIESSRI-2025-002-2561","MANTENIMIENTO PREVENTIVO Y CORRECTIVO INCLUIDO REPUESTOS Y ACCESORIOS PARA EQUIPOS MÉDICOS DE LA MARCA PENTAX, DEL SERVICIO DE GASTROENTEROLOGÍA DEL HOSPITAL GENERAL RIOBAMBA","active","EC-RUC-0660828300001-2561","HOSPITAL GENERAL RIOBAMBA","158517.59","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-05-20T18:00:00-05:00","2025-05-27T10:00:00-05:00","2025-05-27T10:00:00-05:00","6","2025-05-20T18:00:00-05:00","","","","","Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones","","2025-06-04T17:00:00-05:00","2025-06-04T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-HGP-2025-001-2711","RE-PU-HGP-2025-001-2711-2025-06-26T16:27:32.495Z-compiled","RE-PU-HGP-2025-001-2711","RE-PU-HGP-2025-001-2711","ADQUISICIÓN DE DISPOSITIVOS MÉDICOS EXCLUSIVOS PARA ESTERILIZACIÓN A BAJA TEMPERATURA A FORMALDEHIDO PARA EL HOSPITAL GENERAL PUYO","active","EC-RUC-1660003510001-2711","HOSPITAL GENERAL PUYO","13995.50","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-05-20T16:00:00-05:00","2025-05-27T16:00:00-05:00","2025-05-27T16:00:00-05:00","7","2025-05-20T16:00:00-05:00","","","","","Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Garantía Técnica","","2025-05-30T19:00:00-05:00","2025-05-30T19:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-HGM-2025-001-74622","RE-PU-HGM-2025-001-74622-2025-08-12T22:30:50.502Z-compiled","RE-PU-HGM-2025-001-74622","RE-PU-HGM-2025-001-74622","SERVICIO DE MANTENIMIENTO CORRECTIVO Y PREVENTIVO DE LAS ESTACIONES DE ENDOSCOPIA DEL HOSPITAL GENERAL MANTA","active","EC-RUC-1360051890001-74622","HOSPITAL GENERAL MANTA","98642.63","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-05-20T16:00:00-05:00","2025-05-29T13:00:00-05:00","2025-05-29T13:00:00-05:00","8","2025-05-20T16:00:00-05:00","","","","","Otros Parámetros de Calificación,Experiencia Personal Técnico","","2025-06-05T16:00:00-05:00","2025-06-05T16:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-HGMACH-2025-003-2763","RE-PU-HGMACH-2025-003-2763-2025-08-15T17:45:00.773Z-compiled","RE-PU-HGMACH-2025-003-2763","RE-PU-HGMACH-2025-003-2763","ADQUISICION E INSTALACION DE REPUESTOS Y ACCESORIOS  DE LOS EQUIPOS MEDICOS MARCA DRAGER DEL  HOSPITAL GENERAL MACHALA","active","EC-RUC-0760033350001-2763","HOSPITAL GENERAL MACHALA","52008.75","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-05-21T18:30:00-05:00","2025-05-29T13:00:00-05:00","2025-05-29T13:00:00-05:00","7","2025-05-21T18:30:00-05:00","","","","TRUE","Otros Parámetros de Calificación,Cumplimiento Especificaciones,Metodología y Cronograma,Equipo Propuesto,Personal Técnico,Experiencia Personal Técnico","","2025-06-10T15:00:00-05:00","2025-06-10T15:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-GAD_MS-2025-1-3450","RE-PU-GAD_MS-2025-1-3450-2025-08-20T18:22:47.567Z-compiled","RE-PU-GAD_MS-2025-1-3450","RE-PU-GAD_MS-2025-1-3450","PRESTACION DE SERVICIOS DE INSPECCION, MANTENIMIENTO Y LUBRICACIÓN DE EQUIPOS CATERPILLAR Y DE PROVEEDURIA DE KITS DE REPUESTOS PARA MANTENIMIENTO PREVENTIVO DE TALES EQUIPOS, EQUIPOS ADQUIRIDOS POR CONTRATO SIE-GAD_MS-2024-10, PROPIEDAD DEL GAD MUNI","active","EC-RUC-0160000860001-3450","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SIGSIG","30376.90","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-05-21T18:00:00-05:00","2025-05-29T11:00:00-05:00","2025-05-29T11:00:00-05:00","7","2025-05-21T18:00:00-05:00","","","","","Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","","2025-06-05T17:30:00-05:00","2025-06-05T17:30:00-05:00","","1"
"ocds-5wno2w-RE-PU-UTA-2025-001-3205","RE-PU-UTA-2025-001-3205-2025-07-09T17:50:13.013Z-compiled","RE-PU-UTA-2025-001-3205","RE-PU-UTA-2025-001-3205","RENOVACIÓN DEL SERVICIO PARA LA SUSCRIPCIÓN A LA BASE DE DATOS ELIBRO PARA USO DE LA UNIVERSIDAD TÉCNICA DE AMBATO.","active","EC-RUC-1860001450001-3205","UNIVERSIDAD TÉCNICA DE AMBATO","14130.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-05-21T20:00:00-05:00","2025-05-29T09:00:00-05:00","2025-05-29T09:00:00-05:00","7","2025-05-21T20:00:00-05:00","","","","","Otros Parámetros de Calificación,Cumplimiento Especificaciones","","2025-06-03T20:00:00-05:00","2025-06-03T20:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-DHG-2025-007-5702","RE-PU-DHG-2025-007-5702-2025-08-20T18:22:48.744Z-compiled","RE-PU-DHG-2025-007-5702","RE-PU-DHG-2025-007-5702","CONTRATACION DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO INCLUIDO REPUESTOS DE LOS ELECTROCAUTERIOS MARCA BOWA DE LA DIRECCION HOSPITALARIA GUAYAQUIL","active","EC-RUC-0968520100001-5702","DIRECCION HOSPITALARIA GUAYAQUIL","10310.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-05-22T17:00:00-05:00","2025-05-29T14:00:00-05:00","2025-05-29T14:00:00-05:00","6","2025-05-22T17:00:00-05:00","","","","","Otros Parámetros de Calificación","","2025-06-09T17:00:00-05:00","2025-06-09T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-SZG-2025-001-84414","RE-PU-SZG-2025-001-84414-2025-07-14T16:53:19.961Z-compiled","RE-PU-SZG-2025-001-84414","RE-PU-SZG-2025-001-84414","SERVICIO DE MANTENIMIENTO PARA LOS VEHÍCULOS TIPO CAMIONETA MARCA GREAT WALL MODELO POER CON VIGENCIA TECNOLÓGICA ASIGNADOS A LA SUBZONA GUAYAS","active","EC-RUC-0968531060001-84414","SUBZONA GUAYAS","241521.72","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-05-22T14:00:00-05:00","2025-06-04T14:00:00-05:00","2025-06-04T14:00:00-05:00","13","2025-05-22T14:00:00-05:00","","","","","Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Equipo Propuesto,Personal Técnico,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","","2025-06-18T14:00:00-05:00","2025-06-18T14:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-UNACH-2025-001-124774","RE-PU-UNACH-2025-001-124774-2025-06-12T15:58:32.900Z-compiled","RE-PU-UNACH-2025-001-124774","RE-PU-UNACH-2025-001-124774","CONTRATACION ACCESO Y USO AL RECURSO ESPECIALIZADO INTERACTIVO DE VIZUALIZACION DEL ATLAS: ANATOMIA HUMANA BIODIGITAL, PARA ACTIVIDADES ACADÉMICAS Y DE INVESTIGACIÓN DE LA UNIVERSIDAD NACIONAL DE CHIMBORAZO, AÑO 2025","active","EC-RUC-0660001840001-124774","Universidad Nacional de Chimborazo","12600.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-05-14T18:00:00-05:00","2025-05-20T14:00:00-05:00","2025-05-20T14:00:00-05:00","5","2025-05-14T18:00:00-05:00","","","","","Experiencia,Plazo de Entrega,Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones","","2025-05-29T17:30:00-05:00","2025-05-29T17:30:00-05:00","","1"
"ocds-5wno2w-RE-PU-CCFFAA-2025-003-2539","RE-PU-CCFFAA-2025-003-2539-2025-06-17T16:52:37.188Z-compiled","RE-PU-CCFFAA-2025-003-2539","RE-PU-CCFFAA-2025-003-2539","Contratación del servicio de mantenimiento anual durante la vida útil de 18 camionetas 4x2 del Comando Conjunto de las FF. AA, cumplimiento aplicación al principio de vigencia tecnológica.","active","EC-RUC-1768012630001-2539","COMANDO CONJUNTO","22913.10","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-05-20T17:00:00-05:00","2025-05-22T17:00:00-05:00","2025-05-22T17:00:00-05:00","2","2025-05-20T17:00:00-05:00","","","","","Oferta Económica,Cumplimiento Especificaciones,Garantía Técnica,Indices Financieros,Personal Técnico,Experiencia General,Experiencia Específica,Instrumentos y equipos disponibles","","2025-06-03T16:00:00-05:00","2025-06-03T16:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-DINAF-2025-001-183518","RE-PU-DINAF-2025-001-183518-2025-06-19T16:56:29.345Z-compiled","RE-PU-DINAF-2025-001-183518","RE-PU-DINAF-2025-001-183518","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA LOS VEHÍCULOS POLICIALES MARCA CHEVROLET BAJO EL PRINCIPIO DE VIGENCIA TECNOLÓGICA DE LA DINAF A NIVEL NACIONAL","active","EC-RUC-1768052340001-183518","DIRECCION NACIONAL DE INVESTIGACION CONTRA LA VIOLENCIA DE GENERO, MUJER, FAMILIA, NINEZ Y ADOLESCENCIA, TRATA DE PERSONAS Y TRAFICO ILICITO DE MIGRANTES.","48179.81","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-05-20T15:00:00-05:00","2025-05-30T17:00:00-05:00","2025-05-30T17:00:00-05:00","10","2025-05-20T15:00:00-05:00","","","","","Otros Parámetros de Calificación,Cumplimiento Especificaciones,Equipo Propuesto,Personal Técnico,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","","2025-06-06T10:00:00-05:00","2025-06-06T10:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-EERSA-2025-05-3219","RE-PU-EERSA-2025-05-3219-2025-07-03T17:28:53.488Z-compiled","RE-PU-EERSA-2025-05-3219","RE-PU-EERSA-2025-05-3219","MANTENIMIENTO PREVENTIVO DEL ASCENSOR DEL EDIFICIO PRINCIPAL DE LA EERSA","active","EC-RUC-0690000512001-3219","EMPRESA ELECTRICA RIOBAMBA S.A. ","3300.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-05-20T17:00:00-05:00","2025-05-27T09:00:00-05:00","2025-05-27T09:00:00-05:00","6","2025-05-20T17:00:00-05:00","","","","TRUE","Cumplimiento Especificaciones,Equipo Propuesto,Personal Técnico,Experiencia Personal Técnico","","2025-06-06T17:00:00-05:00","2025-06-06T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-EPMTPQ-2025-004-282215","RE-PU-EPMTPQ-2025-004-282215-2025-08-12T22:30:53.769Z-compiled","RE-PU-EPMTPQ-2025-004-282215","RE-PU-EPMTPQ-2025-004-282215","ADQUISICIÓN DE REPUESTOS Y ACEITES PARA CAJAS ZF","active","EC-RUC-1768156710001-282215","EMPRESA PUBLICA METROPOLITANA DE TRANSPORTE DE PASAJEROS DE QUITO","317393.58","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-05-20T17:00:00-05:00","2025-06-02T10:00:00-05:00","2025-06-02T10:00:00-05:00","12","2025-05-20T17:00:00-05:00","","","","TRUE","Ponderación Variable Producción Nacional Otros,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia Específica","","2025-06-19T18:00:00-05:00","2025-06-19T18:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-SRI-2025-00003-2438","RE-PU-SRI-2025-00003-2438-2025-07-03T17:28:54.600Z-compiled","RE-PU-SRI-2025-00003-2438","RE-PU-SRI-2025-00003-2438","DN RENOVACIÓN DE SOPORTE DE FÁBRICA DE LICENCIAS ORACLE","active","EC-RUC-1760013210001-2438","SERVICIO DE RENTAS INTERNAS","2654264.62","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-05-20T19:00:00-05:00","2025-05-28T09:00:00-05:00","2025-05-28T09:00:00-05:00","7","2025-05-20T19:00:00-05:00","","","","","Otros Parámetros de Calificación,Cumplimiento Especificaciones,Personal Técnico,Experiencia Personal Técnico","","2025-06-06T17:00:00-05:00","2025-06-06T17:00:00-05:00","","1"
