"ocid","release_id","id","title","description","status","date","amount","currency","correctedValue_amount","correctedValue_currency","enteredValue_amount","enteredValue_currency","contractPeriod_startDate","contractPeriod_endDate","contractPeriod_maxExtentDate","contractPeriod_durationInDays"
"ocds-5wno2w-RE-PU-CCENPG-2025-0001-158042","RE-PU-CCENPG-2025-0001-158042-2025-04-22T12:19:08.052Z-compiled","7991053-RE-PU-CCENPG-2025-0001","","SE ADJUDICA CCE-CCENIG-2025-0324-M","","2025-04-21T10:29:19-05:00","6000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-UTM-2025-0002-41046","RE-PU-UTM-2025-0002-41046-2025-06-17T16:51:47.247Z-compiled","7996085-RE-PU-UTM-2025-0002","","POR CONVENIR A LOS INTERESES INSTITUCIONALES","","2025-04-30T18:01:08-05:00","11637.84","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CCENPG-2025-0003-158042","RE-PU-CCENPG-2025-0003-158042-2025-04-17T12:25:53.514Z-compiled","7985806-RE-PU-CCENPG-2025-0003","","RESOLUCIÓN DE ADJUDICACIÓN CCE-CCENIG-2025-0041-R","","2025-04-16T18:37:34-05:00","10080.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CEE-2025-001-2504","RE-PU-CEE-2025-001-2504-2025-04-26T13:05:58.793Z-compiled","7995865-RE-PU-CEE-2025-001","","cumple","","2025-04-25T16:57:33-05:00","176132.34","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-GADPIFO-2025-01-89855","RE-PU-GADPIFO-2025-01-89855-2025-04-08T12:54:50.901Z-compiled","7976935-RE-PU-GADPIFO-2025-01","","Cumple con lo especificado en los TDR y Pliegos","","2025-04-07T19:06:17-05:00","1292.44","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-GADM-IBARRA-2025-002-2783","RE-PU-GADM-IBARRA-2025-002-2783-2025-05-07T12:37:57.301Z-compiled","7990217-RE-PU-GADM-IBARRA-2025-002","","DE CONFORMIDAD CON EL INFORME DE RECOMENDACION EMITIDO POR LA DELEGADA Y CON LA RESOLUCION DE ADJUDICACION EMITIDA POR LA MAXIMA AUTORIDAD","","2025-05-06T15:46:31-05:00","50000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-MEF-2025-001-2468","RE-PU-MEF-2025-001-2468-2025-04-17T12:24:46.208Z-compiled","7960785-RE-PU-MEF-2025-001","","RESOLUCION ADJUDICACION 037","","2025-04-08T20:15:53-05:00","24914.54","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CCENPG-2025-0002-158042","RE-PU-CCENPG-2025-0002-158042-2025-04-22T12:19:08.080Z-compiled","7991083-RE-PU-CCENPG-2025-0002","","SE ADJUDICA A PROVEEDOR MEDIANTE RESOLUCION CCE-CCENIG-2025-0044-R","","2025-04-21T22:50:13-05:00","12000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-SZC3-2025-00002-180186","RE-PU-SZC3-2025-00002-180186-2025-05-02T12:29:17.722Z-compiled","7998179-RE-PU-SZC3-2025-00002","","Cumple con todos los requisitos solicitados en los Términos de Referencia y pliegos y conviene a los intereses institucionales.","","2025-04-24T16:40:56-05:00","21754.74","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HEEE-2025-005-52558","RE-PU-HEEE-2025-005-52558-2025-06-13T16:11:27.019Z-compiled","8006549-RE-PU-HEEE-2025-005","","ADJUDICAR el proceso de Régimen Especial –Proveedor Único, signado con el código Nro.RE-PU-HEEE-2025-005, cuyo objeto es la ?ADQUISICION DEL MEDICAMENTO ALECTINIBSOLIDO ORAL 150 MG PARA EL HOSPITAL DE ESPECIALIDADES EUGENIO ESPEJO?, a laempresa ROCHE ECUADOR S.A., con RUC Nro. 1790475689001, por un valor de USD 309.859,20TRESCIENTOS NUEVE MIL OCHOCIENTOS CINCUENTA Y NUEVE CON 20/100 DÓLARES DE LOSESTADOS UNIDOS DE AMERICA más IVA 0%.","","2025-04-30T10:20:49-05:00","309859.20","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HEEE-2025-006-52558","RE-PU-HEEE-2025-006-52558-2025-06-19T16:55:33.155Z-compiled","8014146-RE-PU-HEEE-2025-006","","ADJUDICADO SEGUN RESOLUCION MSP-CZ9-HEEE-2025-0048-R","","2025-04-29T08:05:20-05:00","570000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HIESSRI-2025-001-2561","RE-PU-HIESSRI-2025-001-2561-2025-05-16T12:48:54.602Z-compiled","7996887-RE-PU-HIESSRI-2025-001","","Adjudicar el proceso de Régimen Especial Nro.  RE-PU-HIESSRI-2025-001 para la ?ADQUISICIÓN DE REPUESTOS Y ACCESORIOS PARA EQUIPOS MÉDICOS EXCLUSIVOS DE LA MARCA LEISTUNG DEL SERVICIO DE NEONATOLOGÍA DEL HOSPITAL GENERAL RIOBAMBA?, al oferente: ANGEL-VILLACRES S.A.S., con RUC: 0993367147001, por cuanto cumple con todos los requerimientos técnicos y legales","","2025-04-23T16:25:36-05:00","152725.51","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-UEB-2025-01-69741","RE-PU-UEB-2025-01-69741-2025-04-24T12:47:36.073Z-compiled","7996585-RE-PU-UEB-2025-01","","De conformidad al Informe de Recomendación deAdjudicación suscrito por la Comisión Técnica designada para llevara cabo la faseprecontractual del presente procedimiento y en virtud de haber cumplido con todo losaspectos técnicos, legales y económicos establecidos en el proceso de conformidad lo queestablece la Ley Orgánica del Sistema Nacional de Contratación Pública, su Reglamento,Resoluciones emitidas para el efecto por el Servicio Nacional de Contratación Pública ydemás normativa referente a contratación pública.","","2025-04-23T17:42:07-05:00","230078.76","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-UEA-2025-003-124342","RE-PU-UEA-2025-003-124342-2025-05-21T15:10:14.938Z-compiled","7997878-RE-PU-UEA-2025-003","","CUMPLE CON LOS PARÁMETROS ESTABLECIDOS EN LOS PLIEGOS","","2025-04-29T18:02:01-05:00","19992.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-IAEN-2025-002-2575","RE-PU-IAEN-2025-002-2575-2025-09-12T19:05:28.218Z-compiled","7995999-RE-PU-IAEN-2025-002","","Por cumplir con los requerimientos técnicos legales y económicos estipulados en el pliego y términos de referencias.,","","2025-04-25T18:05:01-05:00","16153.83","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-UTC-2025-001-2671","RE-PU-UTC-2025-001-2671-2025-06-14T16:05:31.716Z-compiled","7992715-RE-PU-UTC-2025-001","","POR CUMPLIR CON LOS PARAMETROS DE CALIFICACION RESUELTOS POR LA ENTIDAD CONTRATANTE","","2025-04-22T14:13:34-05:00","728059.68","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-UNAE-2025-003-607247","RE-PU-UNAE-2025-003-607247-2025-05-08T12:36:23.644Z-compiled","8003196-RE-PU-UNAE-2025-003","","En ejercicio de las atribuciones que le confiere la Ley Orgánica de Educación Superior, el Estatuto de la UNAE, la Acción de Personal N UNAE-2020-128, de 31 de diciembre de 2020 y conforme lo determina el artículo 32 de la Ley Orgánica del Sistema Nacional de Contratación Pública, en concordancia con los artículos 88, 89, 196 y 197 del Reglamento General de la Ley Orgánica del Sistema Nacional de Contratación Pública.","","2025-04-28T16:55:25-05:00","78380.80","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CMFIEDM-2025-003-748941","RE-PU-CMFIEDM-2025-003-748941-2025-04-10T12:37:46.120Z-compiled","7973340-RE-PU-CMFIEDM-2025-003","","De conformidad con lo dispuesto en el numeral 1 del artículo 2 y el artículo 32 de la LOSNCP y, en uso de lasatribuciones conferidas por la Resolución Administrativa Nro. IESS-DG-DR-2018-008-RFDQ, de 21 denoviembre de 2018","","2025-04-07T13:58:37-05:00","40310.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CEE-2025-002-2504","RE-PU-CEE-2025-002-2504-2025-05-17T12:56:17.735Z-compiled","8003025-RE-PU-CEE-2025-002","","CUMPLE","","2025-04-28T17:25:48-05:00","83440.03","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-1BI-2025-001-103880","RE-PU-1BI-2025-001-103880-2025-05-21T15:10:15.359Z-compiled","8003547-RE-PU-1BI-2025-001","","La oferta presentada por el oferente AMBACAR CIA. LTA con RUC 1890010705001, CUMPLE con los términos de referencia y más requerimientos solicitados requeridos por la Entidad Contratante","","2025-04-24T15:31:09-05:00","6166.71","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EPN-2025-001-45554","RE-PU-EPN-2025-001-45554-2025-06-12T15:57:53.394Z-compiled","8002950-RE-PU-EPN-2025-001","","de conformidad con lo dispuesto en los artículos 2 y 32 de la LOSNCP, en concordancia con los artículos 88, 89 y, 197 del RGLOSNCP.","","2025-05-13T11:34:06-05:00","9300.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-DDS05D01-2025-00002-2489","RE-PU-DDS05D01-2025-00002-2489-2025-05-09T12:33:42.522Z-compiled","8004693-RE-PU-DDS05D01-2025-00002","","El oferente cuya propuesta si cumple con los parámetros, objetos de evaluación previstos por la entidad contratante.","","2025-04-30T09:22:46-05:00","15188.53","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CONGOPE-2025-002-69008","RE-PU-CONGOPE-2025-002-69008-2025-05-10T12:46:11.356Z-compiled","8003219-RE-PU-CONGOPE-2025-002","","CUMPLE CON LOS REQUISITOS MINIMOS","","2025-04-30T16:45:10-05:00","29040.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EPMAPS-2025-001-258814","RE-PU-EPMAPS-2025-001-258814-2025-05-30T15:32:25.122Z-compiled","8005083-RE-PU-EPMAPS-2025-001","","por cumplir con las especificaciones técnicas,condiciones generales, particulares y requisitos mínimos y económico, solicitados porla Empresa Pública Metropolitana de Agua Potable y Saneamiento","","2025-05-09T16:37:15-05:00","63111.41","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CGFAE-2025-001-2679","RE-PU-CGFAE-2025-001-2679-2025-05-20T15:12:47.539Z-compiled","8004426-RE-PU-CGFAE-2025-001","","POR CUMPLIR CON LO REQUERIDO EN LOS PLIEGOS CONFORME AL ACTA DE CALIFICACION DE LA OFERTA","","2025-04-22T16:39:43-05:00","49544.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-UNAE-2025-004-607247","RE-PU-UNAE-2025-004-607247-2025-05-30T15:32:24.217Z-compiled","8005088-RE-PU-UNAE-2025-004","","CUMPLE CON LO SOLICITADO POR LA ENTIDAD, CONFORME ACTA DE CALIFICACIÓN, INFORME DE RECOMENDACIÓN  Y RESOLUCIÓN DE ADJUDICACIÓN","","2025-05-14T15:58:42-05:00","49000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HCAM-2025-008-54651","RE-PU-HCAM-2025-008-54651-2025-06-02T15:35:56.780Z-compiled","8005064-RE-PU-HCAM-2025-008","","La oferta cumple con las condiciones y términos establecidos en los pliegos y es conveniente a losintereses técnicos, financieros y legales de la Institución, de conformidad con el numeral 17 del artículo 6 de laLOSNCP","","2025-05-05T14:04:35-05:00","298002.90","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-MEF-2025-002-2468","RE-PU-MEF-2025-002-2468-2025-07-05T17:45:32.323Z-compiled","8045172-RE-PU-MEF-2025-002","","Adjudicar el contrato derivado del procedimiento de contratación de Régimen Especial nro.RE-PU-MEF-2025-002, para la contratación de ?SOPORTE UNIFICADO MICROSOFT?, a la compañíaMICROSOFT DEL ECUADOR CÍA. LTDA. con RUC 1791253868001, por el valor de USD 317.048,00Trescientos diecisiete mil cuarenta y ocho con 00/100 dólares de los Estados Unidos de América, sin incluir elvalor del IVA, con un plazo de ejecución de 365 días calendario contados a partir del día siguiente a lasuscripción del contrato.","","2025-06-11T15:44:37-05:00","317048.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-IIIDE-2025-001-104585","RE-PU-IIIDE-2025-001-104585-2025-04-15T12:50:35.857Z-compiled","7925664-RE-PU-IIIDE-2025-001","","cumple con todos los requisitos mínimos establecidos dentro de los pliegos y términos de referencia","","2025-03-26T16:37:31-05:00","50000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HGONA-2025-002-730708","RE-PU-HGONA-2025-002-730708-2025-06-27T16:25:05.590Z-compiled","8017273-RE-PU-HGONA-2025-002","","DA CUMPLIMIENTO A LO SOLICITADO POR LA ENTIDAD","","2025-05-05T15:50:09-05:00","11970.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-INSPI-CZ9-2025-00001-770241","RE-PU-INSPI-CZ9-2025-00001-770241-2025-10-16T19:58:25.985Z-compiled","7985659-RE-PU-INSPI-CZ9-2025-00001","","Por encontrarse debidamente habilitado en el Sistema Oficial de Contratación  Pública y haber cumplido con los requisitos y parámetros de calificación establecidos en el pliego.","","2025-04-22T15:00:59-05:00","9114.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-DHG-2025-006-5702","RE-PU-DHG-2025-006-5702-2025-06-25T16:27:40.752Z-compiled","8046164-RE-PU-DHG-2025-006","","POR CUMPLIR CON LO REQUERIDO POR LA ENTIDAD","","2025-05-16T08:53:24-05:00","18272.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CNELEP-2025-2-462114","RE-PU-CNELEP-2025-2-462114-2025-09-03T19:12:01.796Z-compiled","8026872-RE-PU-CNELEP-2025-2","","VER ACTO ADMINISTRATIVO","","2025-05-22T10:06:28-05:00","132264.58","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-BASJAR-2025-001-42036","RE-PU-BASJAR-2025-001-42036-2025-04-15T12:51:34.412Z-compiled","7991587-RE-PU-BASJAR-2025-001","","POR CUMPLIR CON LA CALIFICACIÓN REQUERIDA","","2025-04-14T10:39:15-05:00","70468.85","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CCENPG-2025-0004-158042","RE-PU-CCENPG-2025-0004-158042-2025-04-17T12:25:53.543Z-compiled","7985796-RE-PU-CCENPG-2025-0004","","RESOLUCIÓN DE ADJUDICACIÓN CCE-CCENIG-2025-0040-R","","2025-04-16T18:09:12-05:00","12480.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CCFFAA-2025-002-2539","RE-PU-CCFFAA-2025-002-2539-2025-05-09T12:33:38.089Z-compiled","7972036-RE-PU-CCFFAA-2025-002","","Por cumplir con todos los requerimientos solicitados en los pliegos","","2025-04-14T11:10:34-05:00","1750.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-BCE-2025-002-2457","RE-PU-BCE-2025-002-2457-2025-07-07T17:52:03.776Z-compiled","8005099-RE-PU-BCE-2025-002","","oferta cumple con los requisitos mínimos solicitados a través de los Términos de Referencia y pliego del proceso yporque su propuesta representa las mejores condiciones en aspectos técnicos y económicos en beneficiode la Contratante","","2025-05-30T16:31:06-05:00","48475.20","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CEE-2025-003-2504","RE-PU-CEE-2025-003-2504-2025-05-29T15:29:50.302Z-compiled","8022959-RE-PU-CEE-2025-003","","cumple","","2025-05-08T15:02:19-05:00","130000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-ESPOL-2025-001-26822","RE-PU-ESPOL-2025-001-26822-2025-05-30T15:32:26.069Z-compiled","8025479-RE-PU-ESPOL-2025-001","","Adjudicar el procedimiento de Régimen Especial: Proveedor Único con el código RE-PU-ESPOL-2025-001 cuyo objetoes ?SERVICIOS DE SUSCRIPCIÓN DE LA HERRAMIENTA DE BUSQUEDA DESCUBRIDOR EDS - EBSCODISCOVERY SERVICE PARA EL CIB INFORMACIÓN PARA EL CENTRO DE INFORMACIÓN BIBLIOTECARIA DELA ESCUELA SUPERIOR POLITÉCNICA ESPOL? al oferente E- TECH SIMULATION S.A., por un monto de USD16.700,00 Dieciséis mil setecientos con 00/100 dólares de los Estados Unidos de América más IVA","","2025-05-16T08:14:04-05:00","16700.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CNT-2025-673-236009","RE-PU-CNT-2025-673-236009-2025-07-02T17:39:17.073Z-compiled","8033659-RE-PU-CNT-2025-673","","Por haber cumplido con los requisitos legales, financieros y técnicos obligatorios así como, las demás condiciones para el presente procedimiento de contratación, adjudicación que se la realiza por ser conveniente a los intereses de la Corporación Nacional de Telecomunicaciones CNT EP.","","2025-05-08T17:07:44-05:00","170000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CNT-2025-673-236009","RE-PU-CNT-2025-673-236009-2025-07-02T17:39:17.073Z-compiled","8033663-RE-PU-CNT-2025-673","","Por haber cumplido con los requisitos legales, financieros y técnicos obligatorios así como, las demás condiciones para el presente procedimiento de contratación, adjudicación que se la realiza por ser conveniente a los intereses de la Corporación Nacional de Telecomunicaciones CNT EP.","","2025-05-08T17:07:44-05:00","9600.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-GADMCEV-2025-003-2760","RE-PU-GADMCEV-2025-003-2760-2025-06-17T16:51:51.291Z-compiled","8016861-RE-PU-GADMCEV-2025-003","","Se adjudica al proveedor ya que cumple con todo lo que solicita la entidad","","2025-05-27T12:47:00-05:00","8000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HGONA-2025-003-730708","RE-PU-HGONA-2025-003-730708-2025-06-27T16:25:07.934Z-compiled","8026359-RE-PU-HGONA-2025-003","","DA CUMPLIMIENTO A  LO SOLICITADO POR LA ENTIDAD CONTRATANTE","","2025-05-05T15:59:09-05:00","28275.12","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-ESPOL-2025-002-26822","RE-PU-ESPOL-2025-002-26822-2025-05-17T12:57:52.478Z-compiled","8036985-RE-PU-ESPOL-2025-002","","Adjudicar el procedimiento de RÉGIMEN ESPECIAL - PROVEEDOR ÚNICO, signado con el RE-PU-ESPOL-2025-002, correspondiente a la ?CONTRATACIÓN DEL SERVICIO DE ACCESO Y USO DE PLATAFORMAS DE CONTENIDOS ESPECIALIZADOS EN ÁREAS DE CIENCIAS Y TECNOLOGÍAS ?SCIENCE DIRECT? PARA EL CENTRO DE INFORMACIÓN BIBLIOTECARIA DE LA ESCUELA SUPERIOR POLITÉCNICA DEL LITORAL ESPOL?, al oferente PUBLICIENCIA S.A.S, por un monto de $129.619,36 Ciento veintinueve mil seiscientos diecinueve con 36/100 dólares americanos más IVA.","","2025-05-16T08:19:41-05:00","129619.36","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EMS-2025-001-309632","RE-PU-EMS-2025-001-309632-2025-06-03T15:39:35.466Z-compiled","8016561-RE-PU-EMS-2025-001","","Por cumplir con los requisitos mínimos solicitado por la EP EMSEGURIDAD","","2025-05-12T08:49:27-05:00","169493.18","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EMAPA-I-2025-002-316213","RE-PU-EMAPA-I-2025-002-316213-2025-09-24T18:51:46.183Z-compiled","8016772-RE-PU-EMAPA-I-2025-002","","LA MAXIMA AUTORIDAD MEDIANTE RESOLUCION ADMINISTRATIVA Nro. EMAPAI-GG-2025-0089-RS DANDO CUMPLIMIENTO CON LO QUE DISPONE EL ART 32 DE LA LOSNCP PROCEDE A ADJUDICAR AL PROVEEDOR POR HABER CUMPLIDO CON LA FASE PRECONTRACTUAL Y ESPECIFICACIONES TECNICAS REQUERIDAS POR LA EMPRESA EN LOS PLIEGOS","","2025-05-06T15:26:11-05:00","18500.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-UNASE-2025-0001-192196","RE-PU-UNASE-2025-0001-192196-2025-04-24T12:47:35.798Z-compiled","7988873-RE-PU-UNASE-2025-0001","","RESOLUCIÓN ADMINISTRATIVA ADJUDICACIÓN Nro. PN-UNASE-2025-011-RA, PARA LA CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO CON ADQUISICIÓN DE REPUESTOS Y LUBRICANTES, PARA LOS VEHÍCULOS MARCA CHEVROLET VIGENCIA TECNOLÓGICA ASIGNADAS A LA UNASE LOS RÍOS","","2025-04-23T15:44:00-05:00","70000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HOSNAG-2025-003-2706","RE-PU-HOSNAG-2025-003-2706-2025-08-14T17:37:13.957Z-compiled","8032043-RE-PU-HOSNAG-2025-003","","POR CUMPLIR CON TODOS LOS PARÁMETROS ESTABLECIDOS EN LOS PLIEGOS Y LAS ESPECIFICACIONES TÉCNICAS","","2025-05-06T14:08:00-05:00","8700.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-UTLVTE-2025-002-75445","RE-PU-UTLVTE-2025-002-75445-2025-05-08T12:37:40.839Z-compiled","8016249-RE-PU-UTLVTE-2025-002","","Art. PRIMERO. - Adjudicar el proceso RE-PU-UTLVTE-2025-002, ?SUSCRIPCIÓN A BIBLIOTECASVIRTUALES E-LIBROS? al oferente E-LIBRO COMERCIALIZADORA E-LIBRO E-LIBROEC S.A connúmero de Ruc: 1792725224001, por un valor de $ 13.975,00 TRECE MIL NOVECIENTOS SETENTAY CINCO DOLARES AMERICANOS CON 00/100 DÓLARES AMERICANOS sin incluir IVA, plazo deejecución del contrato es de 15 días, contados a partir de la suscripción de la firma del contrato, laforma de pago es contra entrega 100%","","2025-05-07T15:49:50-05:00","13975.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CB_CP-2025-01-873574","RE-PU-CB_CP-2025-01-873574-2025-05-06T12:32:05.736Z-compiled","8016413-RE-PU-CB_CP-2025-01","","POR CUMPLIR CON LOS REQUISITOS ESTABLECIDOS Y SER DISTRIBUIDOR AUTORIZADO DE LA MARCA CHEVROLET, PARA MANTENIMIENTO PREVENTIVO Y CORRECTIVO","","2025-05-05T09:06:04-05:00","14849.36","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-AME-2025-001-85613","RE-PU-AME-2025-001-85613-2025-06-07T15:48:11.788Z-compiled","8025175-RE-PU-AME-2025-001","","Adjudicar al oferente INFOQUALITY S.A. con número de RUC. 1792110971001, por haber cumplido con todoslos requerimientos establecidos en el pliego y demás condiciones de los documentos preparatorios","","2025-06-06T11:51:20-05:00","49990.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-UG-2025-001-55840","RE-PU-UG-2025-001-55840-2025-05-08T12:36:24.042Z-compiled","7998838-RE-PU-UG-2025-001","","Se adjudica a esta empresa por cumplir con todos los requisitos mínimo s solicitados económicos, legales y técnicos","","2025-04-21T08:13:38-05:00","454378.65","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CELECEP-2025-08062-238940","RE-PU-CELECEP-2025-08062-238940-2025-07-10T17:26:44.170Z-compiled","8030850-RE-PU-CELECEP-2025-08062","","Considerando que en el mencionado proceso se califica y se habilita la única oferta presentada por el oferente invitado la cual convienen a los intereses de la Corporación Eléctrica del Ecuador CELEC EP - Unidad de Negocio Hidroagoyán.","","2025-05-22T06:42:32-05:00","140788.65","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HGMYM-2025-002-82169","RE-PU-HGMYM-2025-002-82169-2025-07-14T16:52:30.337Z-compiled","8044104-RE-PU-HGMYM-2025-002","","Por cumplir con los requisitos mínimos solicitados en el pliego, además de encontrarsedebidamente habilitado en el Sistema Oficial de Contratación Pública.","","2025-05-21T08:47:13-05:00","25646.92","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HGMYM-2025-002-82169","RE-PU-HGMYM-2025-002-82169-2025-07-14T16:52:30.337Z-compiled","8055289-RE-PU-HGMYM-2025-002","","Por cumplir con los requisitos mínimos solicitados en el pliego, además de encontrarsedebidamente habilitado en el Sistema Oficial de Contratación Pública.","","2025-05-21T08:47:13-05:00","15886.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CEE-2025-004-2504","RE-PU-CEE-2025-004-2504-2025-05-21T15:10:18.182Z-compiled","8040263-RE-PU-CEE-2025-004","","cumple","","2025-05-09T10:23:52-05:00","148382.06","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-9BFE-2025-001-105667","RE-PU-9BFE-2025-001-105667-2025-06-03T15:39:37.812Z-compiled","8036644-RE-PU-9BFE-2025-001","","DE A CUERDO A LOS PARAMETROS ESTABLESIDOS EN LOS PLIEGOS","","2025-05-09T16:59:55-05:00","4865.56","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-DPCJ17PICH-2025-003-100431","RE-PU-DPCJ17PICH-2025-003-100431-2025-05-15T12:45:09.874Z-compiled","8004257-RE-PU-DPCJ17PICH-2025-003","","Acoger la autorización de adjudicación realizada por el abogado Raúl Cárdenas Merizalde, mediante sumilla electrónica inserta en el trámite interno del Sistema de Gestión Documental No. DP17-INT-2025-01400 de 23 abril de 2025, misma que manifiesta: ?? SE ACOGE LA RECOMENDACIÓN DEL ACTA NO. 4 ?DE SESIÓN DE LA COMISIÓN TÉCNICA PARA EL INFORME DE RECOMENDACIÓN DE ADJUDICACIÓN DEL PROCESO DE RÉGIMEN ESPECIAL DE PROVEEDOR ÚNICO CUYO OBJETO ES EL ?SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE ASCENSORES MARCA DOPPLER EN LOS EDIFICIOS BAJO LA ADMINSITRACIÓN DE LA DIRECCIÓN PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE PICHINCHA?, SIGNADO CON EL CÓDIGO NRO. RE-PU-DPCJ17PICH-2025-003?, POR ENDE SE AUTORIZA LA ADJUDICACIÓN?, en consecuencia, se adjudica el contrato del procedimiento de Régimen Especial de Proveedor Único cuyo objeto es el ?SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE ASCENSORES MARCA DOPPLER EN LOS EDIFICIOS BAJO LA ADMINISTRACIÓN DE LA DIRECCIÓN PROVINCIAL DEL CONSEJO DE LA JUDICATURA PICHINCHA?, al oferente VYM CIA. LTDA, con RUC 1792581834001 por el valor de USD. 140.869,57 CIENTO CUARENTA MIL OCHOCIENTOS SESENTA Y NUEVE DÓLARES DE LOS ESTADOS UNIDOS DE AMÉRICA CON 57/100 CENTAVOS, más IVA., con un plazo de ejecución de 730 días calendario contados a partir del día siguiente de la suscripción del contrato, conforme lo establecido en la Ley Orgánica del Sistema Nacional de Contratación Pública, su Reglamento General y las Resoluciones emitidas por el Servicio Nacional de Contratación Pública.","","2025-04-30T18:48:07-05:00","140869.57","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EPMMQ-2025-001-410205","RE-PU-EPMMQ-2025-001-410205-2025-07-23T16:59:06.043Z-compiled","8059536-RE-PU-EPMMQ-2025-001","","De conformidad a lo establecido en el Acta de Calificación, Informe de Recomendación Comisión Técnica y Resolución de Adjudicación publicada en el SOCE para el presente proceso","","2025-06-04T16:22:23-05:00","35650000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-ANT-2025-001-399766","RE-PU-ANT-2025-001-399766-2025-06-04T15:45:00.575Z-compiled","8037542-RE-PU-ANT-2025-001","","CUMPLE CON LO ESTIPULADO EN LOS PLIEGOS, ESPECIFICACIONES TECNICAS Y DEMAS DOCUMENTACION CONEXA","","2025-05-12T19:05:13-05:00","898992.62","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CEE-2025-006-2504","RE-PU-CEE-2025-006-2504-2025-05-15T12:46:42.905Z-compiled","8039633-RE-PU-CEE-2025-006","","cumple","","2025-05-08T15:00:21-05:00","60000.00","USD","","","","","","","",""
