"ocid","id","initiationType","buyer_id","buyer_name","language","date","tag"
"ocds-5wno2w-RE-PU-CCENPG-2025-0001-158042","RE-PU-CCENPG-2025-0001-158042-2025-04-22T12:19:08.052Z-compiled","tender","EC-RUC-0968549860001-158042","Casa Cultura Ecuatoriana Núcleo Galapagos","es","2025-04-22T07:21:05-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-UTM-2025-0002-41046","RE-PU-UTM-2025-0002-41046-2025-06-17T16:51:47.247Z-compiled","tender","EC-RUC-1360002090001-41046","Universidad Técnica de Manabí","es","2025-06-17T11:58:53-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-CCENPG-2025-0003-158042","RE-PU-CCENPG-2025-0003-158042-2025-04-17T12:25:53.514Z-compiled","tender","EC-RUC-0968549860001-158042","Casa Cultura Ecuatoriana Núcleo Galapagos","es","2025-04-17T07:28:43-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-CEE-2025-001-2504","RE-PU-CEE-2025-001-2504-2025-04-26T13:05:58.793Z-compiled","tender","EC-RUC-1768007040001-2504","CUERPO DE INGENIEROS DEL EJERCITO","es","2025-04-26T08:09:30-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-GADPIFO-2025-01-89855","RE-PU-GADPIFO-2025-01-89855-2025-04-08T12:54:50.901Z-compiled","tender","EC-RUC-1768100170001-89855","Junta Parroquial de Pifo","es","2025-04-08T07:57:08-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-GADM-IBARRA-2025-002-2783","RE-PU-GADM-IBARRA-2025-002-2783-2025-05-07T12:37:57.301Z-compiled","tender","EC-RUC-1060000260001-2783","GOBIERNO AUTONOMO DESCENTRALIZADO DE SAN MIGUEL DE IBARRA","es","2025-05-07T07:40:57-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-MEF-2025-001-2468","RE-PU-MEF-2025-001-2468-2025-04-17T12:24:46.208Z-compiled","tender","EC-RUC-1760000900001-2468","MINISTERIO DE ECONOMÍA Y FINANZAS","es","2025-04-17T07:28:45-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-CCENPG-2025-0002-158042","RE-PU-CCENPG-2025-0002-158042-2025-04-22T12:19:08.080Z-compiled","tender","EC-RUC-0968549860001-158042","Casa Cultura Ecuatoriana Núcleo Galapagos","es","2025-04-22T07:21:05-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-SZC3-2025-00002-180186","RE-PU-SZC3-2025-00002-180186-2025-05-02T12:29:17.722Z-compiled","tender","EC-RUC-0360009290001-180186","SUBZONA CAÑAR","es","2025-05-02T07:33:10-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-HEEE-2025-005-52558","RE-PU-HEEE-2025-005-52558-2025-06-13T16:11:27.019Z-compiled","tender","EC-RUC-1768033980001-52558","Hospital Eugenio Espejo","es","2025-06-13T11:17:48-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-HEEE-2025-006-52558","RE-PU-HEEE-2025-006-52558-2025-06-19T16:55:33.155Z-compiled","tender","EC-RUC-1768033980001-52558","Hospital Eugenio Espejo","es","2025-06-19T12:03:05-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-HIESSRI-2025-001-2561","RE-PU-HIESSRI-2025-001-2561-2025-05-16T12:48:54.602Z-compiled","tender","EC-RUC-0660828300001-2561","HOSPITAL GENERAL RIOBAMBA","es","2025-05-16T07:53:41-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-UEB-2025-01-69741","RE-PU-UEB-2025-01-69741-2025-04-24T12:47:36.073Z-compiled","tender","EC-RUC-0260000920001-69741","UNIVERSIDAD ESTATAL DE BOLIVAR","es","2025-04-24T07:50:30-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-UEA-2025-003-124342","RE-PU-UEA-2025-003-124342-2025-05-21T15:10:14.938Z-compiled","tender","EC-RUC-1660012180001-124342","Universidad Estatal Amazonica","es","2025-05-21T10:16:24-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-IAEN-2025-002-2575","RE-PU-IAEN-2025-002-2575-2025-09-12T19:05:28.218Z-compiled","tender","EC-RUC-1768120520001-2575","INSTITUTO DE ALTOS ESTUDIOS NACIONALES","es","2025-09-12T14:17:41-05:00","[""planning"",""tender"",""award"",""contract"",""implementation""]"
"ocds-5wno2w-RE-PU-UTC-2025-001-2671","RE-PU-UTC-2025-001-2671-2025-06-14T16:05:31.716Z-compiled","tender","EC-RUC-0560001270001-2671","UNIVERSIDAD TECNICA DE COTOPAXI ","es","2025-06-14T11:11:42-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-UNAE-2025-003-607247","RE-PU-UNAE-2025-003-607247-2025-05-08T12:36:23.644Z-compiled","tender","EC-RUC-1768181660001-607247","UNIVERSIDAD NACIONAL DE EDUCACION UNAE","es","2025-05-08T07:40:46-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-CMFIEDM-2025-003-748941","RE-PU-CMFIEDM-2025-003-748941-2025-04-10T12:37:46.120Z-compiled","tender","EC-RUC-1768186110001-748941","CENTRO MEDICO FAMILIAR INTEGRAL Y ESPECIALIDADES, DIALISIS LA MARISCAL","es","2025-04-10T07:40:59-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-CEE-2025-002-2504","RE-PU-CEE-2025-002-2504-2025-05-17T12:56:17.735Z-compiled","tender","EC-RUC-1768007040001-2504","CUERPO DE INGENIEROS DEL EJERCITO","es","2025-05-17T08:01:13-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-1BI-2025-001-103880","RE-PU-1BI-2025-001-103880-2025-05-21T15:10:15.359Z-compiled","tender","EC-RUC-1768002240001-103880","BRIGADA DE INFANTERIA NO 1 EL ORO","es","2025-05-21T10:16:20-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-EPN-2025-001-45554","RE-PU-EPN-2025-001-45554-2025-06-12T15:57:53.394Z-compiled","tender","EC-RUC-1760005620001-45554","ESCUELA POLITÉCNICA NACIONAL","es","2025-06-12T11:04:49-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-DDS05D01-2025-00002-2489","RE-PU-DDS05D01-2025-00002-2489-2025-05-09T12:33:42.522Z-compiled","tender","EC-RUC-0560007550001-2489","DIRECCION DISTRITAL 05D01-LATACUNGA-SALUD","es","2025-05-09T07:37:53-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-CONGOPE-2025-002-69008","RE-PU-CONGOPE-2025-002-69008-2025-05-10T12:46:11.356Z-compiled","tender","EC-RUC-1760005110001-69008","CONSORCIO DE GOBIERNOS AUTONOMOS PROVINCIALES DEL ECUADOR","es","2025-05-10T07:50:34-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-EPMAPS-2025-001-258814","RE-PU-EPMAPS-2025-001-258814-2025-05-30T15:32:25.122Z-compiled","tender","EC-RUC-1768154260001-258814","Empresa Pública Metropolitana de Agua Potable y Saneamiento","es","2025-05-30T10:38:29-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-CGFAE-2025-001-2679","RE-PU-CGFAE-2025-001-2679-2025-05-20T15:12:47.539Z-compiled","tender","EC-RUC-1768017510001-2679","FAE COMANDO GENERAL","es","2025-05-20T10:18:46-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-UNAE-2025-004-607247","RE-PU-UNAE-2025-004-607247-2025-05-30T15:32:24.217Z-compiled","tender","EC-RUC-1768181660001-607247","UNIVERSIDAD NACIONAL DE EDUCACION UNAE","es","2025-05-30T10:38:31-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-HCAM-2025-008-54651","RE-PU-HCAM-2025-008-54651-2025-06-02T15:35:56.780Z-compiled","tender","EC-RUC-1768046450001-54651","HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN","es","2025-06-02T10:39:55-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-MEF-2025-002-2468","RE-PU-MEF-2025-002-2468-2025-07-05T17:45:32.323Z-compiled","tender","EC-RUC-1760000900001-2468","MINISTERIO DE ECONOMÍA Y FINANZAS","es","2025-07-05T12:52:07-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-IIIDE-2025-001-104585","RE-PU-IIIDE-2025-001-104585-2025-04-15T12:50:35.857Z-compiled","tender","EC-RUC-1768002080001-104585","Tercera Division de la F.T ""Tarqui""","es","2025-04-15T07:54:16-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-HGONA-2025-002-730708","RE-PU-HGONA-2025-002-730708-2025-06-27T16:25:05.590Z-compiled","tender","EC-RUC-1768182120001-730708","HOSPITAL GÍNECO OBSTÉTRICO PEDIÁTRICO DE NUEVA AURORA LUZ ELENA ARISMENDI","es","2025-06-27T11:31:55-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-INSPI-CZ9-2025-00001-770241","RE-PU-INSPI-CZ9-2025-00001-770241-2025-10-16T19:58:25.985Z-compiled","tender","EC-RUC-1768185490001-770241","Coordinacion zonal 9 INSPI - LIP","es","2025-10-16T15:12:31-05:00","[""planning"",""tender"",""award"",""contract"",""implementation""]"
"ocds-5wno2w-RE-PU-CNELEP-2025-1-462114","RE-PU-CNELEP-2025-1-462114-2025-05-10T12:48:50.321Z-compiled","tender","EC-RUC-0968599020001-462114","EMPRESA ELÉCTRICA PÚBLICA ESTRATÉGICA CORPORACIÓN NACIONAL DE ELECTRICIDAD CNEL EP","es","2025-05-10T07:50:34-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-DHG-2025-006-5702","RE-PU-DHG-2025-006-5702-2025-06-25T16:27:40.752Z-compiled","tender","EC-RUC-0968520100001-5702","DIRECCION HOSPITALARIA GUAYAQUIL","es","2025-06-25T11:34:26-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-CNELEP-2025-2-462114","RE-PU-CNELEP-2025-2-462114-2025-09-03T19:12:01.796Z-compiled","tender","EC-RUC-0968599020001-462114","EMPRESA ELÉCTRICA PÚBLICA ESTRATÉGICA CORPORACIÓN NACIONAL DE ELECTRICIDAD CNEL EP","es","2025-09-03T14:21:53-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-BASJAR-2025-001-42036","RE-PU-BASJAR-2025-001-42036-2025-04-15T12:51:34.412Z-compiled","tender","EC-RUC-1768012120001-42036","BASE NAVAL JARAMIJO","es","2025-04-15T07:54:15-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-CCENPG-2025-0004-158042","RE-PU-CCENPG-2025-0004-158042-2025-04-17T12:25:53.543Z-compiled","tender","EC-RUC-0968549860001-158042","Casa Cultura Ecuatoriana Núcleo Galapagos","es","2025-04-17T07:28:43-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-CCFFAA-2025-002-2539","RE-PU-CCFFAA-2025-002-2539-2025-05-09T12:33:38.089Z-compiled","tender","EC-RUC-1768012630001-2539","COMANDO CONJUNTO","es","2025-05-09T07:37:53-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-BCE-2025-002-2457","RE-PU-BCE-2025-002-2457-2025-07-07T17:52:03.776Z-compiled","tender","EC-RUC-1760002600001-2457","BANCO CENTRAL DEL ECUADOR","es","2025-07-07T12:58:22-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-CEE-2025-003-2504","RE-PU-CEE-2025-003-2504-2025-05-29T15:29:50.302Z-compiled","tender","EC-RUC-1768007040001-2504","CUERPO DE INGENIEROS DEL EJERCITO","es","2025-05-29T10:36:18-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-ESPOL-2025-001-26822","RE-PU-ESPOL-2025-001-26822-2025-05-30T15:32:26.069Z-compiled","tender","EC-RUC-0960002780001-26822","Escuela Superior Politécnica del Litoral","es","2025-05-30T10:38:30-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-UTLVTE-2025-003-75445","RE-PU-UTLVTE-2025-003-75445-2025-05-01T12:39:19.080Z-compiled","tender","EC-RUC-0860000830001-75445","Universidad Técnica Luis Vargas Torres","es","2025-05-01T07:40:36-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-CNT-2025-673-236009","RE-PU-CNT-2025-673-236009-2025-07-02T17:39:17.073Z-compiled","tender","EC-RUC-1768152560001-236009","CORPORACION NACIONAL DE TELECOMUNICACIONES","es","2025-07-02T12:46:47-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-GADMCEV-2025-003-2760","RE-PU-GADMCEV-2025-003-2760-2025-06-17T16:51:51.291Z-compiled","tender","EC-RUC-1860001020001-2760","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CEVALLOS","es","2025-06-17T11:58:52-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-HGONA-2025-003-730708","RE-PU-HGONA-2025-003-730708-2025-06-27T16:25:07.934Z-compiled","tender","EC-RUC-1768182120001-730708","HOSPITAL GÍNECO OBSTÉTRICO PEDIÁTRICO DE NUEVA AURORA LUZ ELENA ARISMENDI","es","2025-06-27T11:31:55-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-ESPOL-2025-002-26822","RE-PU-ESPOL-2025-002-26822-2025-05-17T12:57:52.478Z-compiled","tender","EC-RUC-0960002780001-26822","Escuela Superior Politécnica del Litoral","es","2025-05-17T08:01:14-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-EMS-2025-001-309632","RE-PU-EMS-2025-001-309632-2025-06-03T15:39:35.466Z-compiled","tender","EC-RUC-1768156390001-309632","EMPRESA PUBLICA METROPOLITANA DE LOGISTICA PARA LA SEGURIDAD Y LA CONVIVENCIA CIUDADANA EP","es","2025-06-03T10:46:04-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-EMAPA-I-2025-002-316213","RE-PU-EMAPA-I-2025-002-316213-2025-09-24T18:51:46.183Z-compiled","tender","EC-RUC-1060031300001-316213","Empresa Publica Municipal de Agua Potable y Alcantarillado de Ibarra","es","2025-09-24T14:01:32-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-UNASE-2025-0001-192196","RE-PU-UNASE-2025-0001-192196-2025-04-24T12:47:35.798Z-compiled","tender","EC-RUC-1768102890001-192196","UNIDAD NACIONAL DE INVESTIGACION ANTISECUESTROS Y EXTORSION","es","2025-04-24T07:50:30-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-HOSNAG-2025-003-2706","RE-PU-HOSNAG-2025-003-2706-2025-08-14T17:37:13.957Z-compiled","tender","EC-RUC-1768009680001-2706","HOSPITAL NAVAL GUAYAQUIL","es","2025-08-14T12:49:11-05:00","[""planning"",""tender"",""award"",""contract"",""implementation""]"
"ocds-5wno2w-RE-PU-UTLVTE-2025-002-75445","RE-PU-UTLVTE-2025-002-75445-2025-05-08T12:37:40.839Z-compiled","tender","EC-RUC-0860000830001-75445","Universidad Técnica Luis Vargas Torres","es","2025-05-08T07:40:46-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-CB_CP-2025-01-873574","RE-PU-CB_CP-2025-01-873574-2025-05-06T12:32:05.736Z-compiled","tender","EC-RUC-1960148610001-873574","CUERPO DE BOMBEROS DEL CANTON PAQUISHA","es","2025-05-06T07:35:04-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-AME-2025-001-85613","RE-PU-AME-2025-001-85613-2025-06-07T15:48:11.788Z-compiled","tender","EC-RUC-1760005030001-85613","ASOCIACION DE MUNICIPALIDADES ECUATORIANAS","es","2025-06-07T10:52:14-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-UG-2025-001-55840","RE-PU-UG-2025-001-55840-2025-05-08T12:36:24.042Z-compiled","tender","EC-RUC-0960002510001-55840","UNIVERSIDAD DE GUAYAQUIL","es","2025-05-08T07:40:46-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-CELECEP-2025-08062-238940","RE-PU-CELECEP-2025-08062-238940-2025-07-10T17:26:44.170Z-compiled","tender","EC-RUC-1768152800001-238940","CORPORACION ELECTRICA DEL ECUADOR CELEC EP.","es","2025-07-10T12:34:26-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-HGMYM-2025-002-82169","RE-PU-HGMYM-2025-002-82169-2025-07-14T16:52:30.337Z-compiled","tender","EC-RUC-1160033250001-82169","HOSPITAL GENERAL MANUEL YGNACIO MONTEROS","es","2025-07-14T11:58:33-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-CEE-2025-004-2504","RE-PU-CEE-2025-004-2504-2025-05-21T15:10:18.182Z-compiled","tender","EC-RUC-1768007040001-2504","CUERPO DE INGENIEROS DEL EJERCITO","es","2025-05-21T10:16:21-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-9BFE-2025-001-105667","RE-PU-9BFE-2025-001-105667-2025-06-03T15:39:37.812Z-compiled","tender","EC-RUC-1768000700001-105667","Brigada de Fuerzas Especiales No 9 Patria","es","2025-06-03T10:46:03-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-DPCJ17PICH-2025-003-100431","RE-PU-DPCJ17PICH-2025-003-100431-2025-05-15T12:45:09.874Z-compiled","tender","EC-RUC-1768123890001-100431","DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA PICHINCHA","es","2025-05-15T07:49:27-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-EPMMQ-2025-001-410205","RE-PU-EPMMQ-2025-001-410205-2025-07-23T16:59:06.043Z-compiled","tender","EC-RUC-1768164650001-410205","EMPRESA PÚBLICA METROPOLITANA METRO DE QUITO","es","2025-07-23T12:08:30-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-ANT-2025-001-399766","RE-PU-ANT-2025-001-399766-2025-06-04T15:45:00.575Z-compiled","tender","EC-RUC-1768159650001-399766","AGENCIA NACIONAL DE REGULACIÓN Y CONTROL DEL TRANSPORTE TERRESTRE, TRÁNSITO Y SEGURIDAD VIAL","es","2025-06-04T10:50:50-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-CEE-2025-006-2504","RE-PU-CEE-2025-006-2504-2025-05-15T12:46:42.905Z-compiled","tender","EC-RUC-1768007040001-2504","CUERPO DE INGENIEROS DEL EJERCITO","es","2025-05-15T07:49:27-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-GADCG-2025-001-89167","RE-PU-GADCG-2025-001-89167-2025-05-10T12:46:10.882Z-compiled","tender","EC-RUC-0260000250001-89167","GOBIERNO AUTÓNOMO DESCENTRALIZADO DEL CANTÓN GUARANDA","es","2025-05-10T07:50:34-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-EPMTPQ-2025-002-282215","RE-PU-EPMTPQ-2025-002-282215-2025-06-27T16:25:12.356Z-compiled","tender","EC-RUC-1768156710001-282215","EMPRESA PUBLICA METROPOLITANA DE TRANSPORTE DE PASAJEROS DE QUITO","es","2025-06-27T11:31:54-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-HBO-2025-002-40576","RE-PU-HBO-2025-002-40576-2025-05-16T12:51:58.469Z-compiled","tender","EC-RUC-1768034950001-40576","HOSPITAL PEDIATRICO BACA ORTIZ","es","2025-05-16T07:53:41-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-MDMQ-2025-1301-41357","RE-PU-MDMQ-2025-1301-41357-2025-06-13T16:11:56.725Z-compiled","tender","EC-RUC-1760003410001-41357","GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO","es","2025-06-13T11:17:49-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-CGREG-2025-001-232601","RE-PU-CGREG-2025-001-232601-2025-07-02T17:39:18.462Z-compiled","tender","EC-RUC-2060016740001-232601","CONSEJO DE GOBIERNO DEL REGIMEN ESPECIAL DE GALAPAGOS","es","2025-07-02T12:46:47-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-EMAM-2025-002-302595","RE-PU-EMAM-2025-002-302595-2025-05-10T12:47:39.616Z-compiled","tender","EC-RUC-0760044040001-302595","EMPRESA PUBLICA MUNICIPAL DE ASEO DE MACHALA EMAM EP","es","2025-05-10T07:50:34-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-EMAPA-I-2025-003-316213","RE-PU-EMAPA-I-2025-003-316213-2025-05-21T15:12:10.858Z-compiled","tender","EC-RUC-1060031300001-316213","Empresa Publica Municipal de Agua Potable y Alcantarillado de Ibarra","es","2025-05-21T10:16:22-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-EEQ-2025-001-3214","RE-PU-EEQ-2025-001-3214-2025-06-04T15:45:00.771Z-compiled","tender","EC-RUC-1790053881001-3214","EMPRESA ELÉCTRICA QUITO S.A. E.E.Q.","es","2025-06-04T10:50:50-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-HGJ-2025-001-105641","RE-PU-HGJ-2025-001-105641-2025-04-24T12:49:37.486Z-compiled","tender","EC-RUC-1360007720001-105641","Hospital General Jipijapa","es","2025-04-24T07:50:30-05:00","[""planning"",""tender""]"
"ocds-5wno2w-RE-PU-HCAM-2025-009-54651","RE-PU-HCAM-2025-009-54651-2025-06-11T15:50:10.782Z-compiled","tender","EC-RUC-1768046450001-54651","HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN","es","2025-06-11T10:56:05-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-HGM-CZ6-2025-001-96571","RE-PU-HGM-CZ6-2025-001-96571-2025-09-13T19:00:44.642Z-compiled","tender","EC-RUC-1460003470001-96571","HOSPITAL GENERAL DE MACAS","es","2025-09-13T14:11:53-05:00","[""planning"",""tender"",""award"",""contract"",""implementation""]"
"ocds-5wno2w-RE-PU-CEE-2025-005-2504","RE-PU-CEE-2025-005-2504-2025-05-21T15:10:18.801Z-compiled","tender","EC-RUC-1768007040001-2504","CUERPO DE INGENIEROS DEL EJERCITO","es","2025-05-21T10:16:21-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-CELECEP-2025-04096-238940","RE-PU-CELECEP-2025-04096-238940-2025-06-12T16:00:07.058Z-compiled","tender","EC-RUC-1768152800001-238940","CORPORACION ELECTRICA DEL ECUADOR CELEC EP.","es","2025-06-12T11:04:48-05:00","[""planning"",""tender"",""award""]"
"ocds-5wno2w-RE-PU-HGPT-2025-001-2418","RE-PU-HGPT-2025-001-2418-2025-04-25T12:47:13.434Z-compiled","tender","EC-RUC-1860000130001-2418","GOBIERNO PROVINCIAL DE TUNGURAHUA","es","2025-04-25T07:51:21-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-HGMYM-2025-004-82169","RE-PU-HGMYM-2025-004-82169-2025-05-16T12:48:57.646Z-compiled","tender","EC-RUC-1160033250001-82169","HOSPITAL GENERAL MANUEL YGNACIO MONTEROS","es","2025-05-16T07:53:41-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-HG-IB-2025-001-3260","RE-PU-HG-IB-2025-001-3260-2025-06-24T17:05:24.757Z-compiled","tender","EC-RUC-1060015100001-3260","HOSPITAL GENERAL IBARRA","es","2025-06-24T12:12:14-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-INOCAR-2025-0001-1006003","RE-PU-INOCAR-2025-0001-1006003-2025-08-19T17:46:14.806Z-compiled","tender","EC-RUC-0968608970001-1006003","INSTITUTO OCEANOGRÁFICO Y ANTÁRTICO DE LA ARMADA","es","2025-08-19T12:59:29-05:00","[""planning"",""tender"",""award"",""contract"",""implementation""]"
"ocds-5wno2w-RE-PU-HBO-2025-001-40576","RE-PU-HBO-2025-001-40576-2025-04-26T13:04:35.990Z-compiled","tender","EC-RUC-1768034950001-40576","HOSPITAL PEDIATRICO BACA ORTIZ","es","2025-04-26T08:09:30-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-GADMR-2025-001-33554","RE-PU-GADMR-2025-001-33554-2025-07-22T17:02:29.656Z-compiled","tender","EC-RUC-0660000360001-33554","GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON RIOBAMBA","es","2025-07-22T12:11:51-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-GADMCG-2025-005-79685","RE-PU-GADMCG-2025-005-79685-2025-09-18T19:22:00.984Z-compiled","tender","EC-RUC-0660000790001-79685","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON GUAMOTE","es","2025-09-18T14:35:34-05:00","[""planning"",""tender"",""award"",""contract"",""implementation""]"
"ocds-5wno2w-RE-PU-FGE-2025-001-46469","RE-PU-FGE-2025-001-46469-2025-05-17T12:56:21.480Z-compiled","tender","EC-RUC-1760010970001-46469","Fiscalía General","es","2025-05-17T08:01:14-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-HVCM-2025-003-12070","RE-PU-HVCM-2025-003-12070-2025-05-26T15:26:25.984Z-compiled","tender","EC-RUC-0160006390001-12070","HOSPITAL VICENTE CORRAL MOSCOSO","es","2025-05-26T10:29:56-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-GADM-IBARRA-2025-003-2783","RE-PU-GADM-IBARRA-2025-003-2783-2025-06-24T17:04:36.846Z-compiled","tender","EC-RUC-1060000260001-2783","GOBIERNO AUTONOMO DESCENTRALIZADO DE SAN MIGUEL DE IBARRA","es","2025-06-24T12:12:13-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-FMC-2025-001-54146","RE-PU-FMC-2025-001-54146-2025-05-15T12:45:08.158Z-compiled","tender","EC-RUC-1792042704001-54146","Fundacion Museos de la Ciudad","es","2025-05-15T07:49:28-05:00","[""planning"",""tender"",""award"",""contract""]"
"ocds-5wno2w-RE-PU-ESPE-2025-002-30573","RE-PU-ESPE-2025-002-30573-2025-06-10T15:47:35.334Z-compiled","tender","EC-RUC-1768007390001-30573","UNIVERSIDAD DE LAS FUERZAS ARMADAS  ESPE","es","2025-06-10T10:53:16-05:00","[""planning"",""tender"",""award"",""contract""]"
