"ocid","id","rationale","budget_id","budget_description","budget_amount","budget_currency"
"ocds-5wno2w-RE-PU-MDMQ-2025-501-41357","RE-PU-MDMQ-2025-501-41357-2025-07-01T17:37:49.562Z-compiled","CONTRATACIÓN DE LOS SERVICIOS DE MECÁNICA AUTOMOTRIZ PARA MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS VEHÍCULOS DE LA AZLD VIGENCIA TECNOLÓGICA","530813","","41405.54","USD"
"ocds-5wno2w-RE-PU-CCQA-HDA-2025-001-97105","RE-PU-CCQA-HDA-2025-001-97105-2025-04-12T13:22:03.914Z-compiled","ADQUISICIÓN DE DISPOSITIVOS DE LABORATORIO PARA LOS EQUIPOS IMMULITE 1000 Y BFT II DE PROPIEDAD DE LA INSTITUCIÓN Y PARA EL EQUIPO MINDRAY BS 800, BC6200, URISEDMINI EN APOYO TECNOLÓGICO CORRESPODIENTE A LA PRIMERA ASIGNACIÓN PRESUPUESTARIA PARA EL C","530810","","153353.43","USD"
"ocds-5wno2w-RE-PU-CELECEP-2025-02183-238940","RE-PU-CELECEP-2025-02183-238940-2025-05-29T15:31:20.649Z-compiled","EGU SERVICIO DE INSTALACIÓN DE BOMBA DE AGUA DE ALIMENTO DE UNIDAD TV1 CENTRAL ANÍBAL SANTOS","5110200907","","296590.00","USD"
"ocds-5wno2w-RE-PU-CCQA-HDA-2025-002-97105","RE-PU-CCQA-HDA-2025-002-97105-2025-04-25T12:47:13.947Z-compiled","ADQUISICIÓN DE PLACAS RADIOGRÁFICAS, PARA EL CENTRO CLÍNICO QUIRÚRGICO HOSPITAL DEL DÍA AZOGUES.","530833","","8470.00","USD"
"ocds-5wno2w-RE-PU-SZC3-2025-001-180186","RE-PU-SZC3-2025-001-180186-2025-05-02T12:29:16.704Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA LOS VEHÍCULOS TIPO CAMIONETA MARCA CHEVROLET POR VIGENCIA TECNOLOGICA DE LA SUBZONA DE POLICIA CAÑAR","2025.052.0042.0000.01.00.000.001.000.0301.530405.000000.001.0000.0000-","","10059.51","USD"
"ocds-5wno2w-RE-PU-IESS-2025-00003-39594","RE-PU-IESS-2025-00003-39594-2025-05-16T12:48:52.503Z-compiled","Realizar un procedimiento de contratación para el servicio de MANTENIMIENTO DE ASCENSORES DIRECCION PROVINCIAL AZUAY DPA lo cual permitirá garantizar el funcionamiento y conservar en condiciones óptimas el sistema de transportación vertical que es","53040102","","15229.08","USD"
"ocds-5wno2w-RE-PU-MTS-EP-2025-001-779303","RE-PU-MTS-EP-2025-001-779303-2025-05-16T12:48:49.398Z-compiled","MANTENIMIENTO PREVENTIVO, CORRECTIVO, VERIFICACIÓN, AJUSTE Y CALIBRACIÓN DELOS EQUIPOS DE LOS CENTROS DE REVISIÓN TÉCNICA VEHICULAR","7.3.04.04","","70410.04","USD"
"ocds-5wno2w-002-67972","002-67972-2025-06-18T16:56:56.170Z-compiled","ADQUISICIÓN DE NC. DISPOSITIVOS MÉDICOS, SETS PARABOMBA DE INFUSIÓN COMPATIBLES CON BOMBAS VOLUMAT AGUILA PARA USO EN PACIENTES DELHOSPITAL DE ATENCIÓN INTEGRAL DEL ADULTO MAYOR 2025","2025.320.1429.0000.90.00.000.005.000.1701.530826.000000.001.0000.0000-","","18154.82","USD"
"ocds-5wno2w-RE-PU-CMFIEDM-2025-002-748941","RE-PU-CMFIEDM-2025-002-748941-2025-04-12T13:20:21.205Z-compiled","TOCILIZUMAB LIQUIDO PARENTERAL 162 MG 0 9 ML CAJA X JERINGAS PRELLENADAS","530809","","8436.00","USD"
"ocds-5wno2w-RE-PU-ESPE-2025-001-30573","RE-PU-ESPE-2025-001-30573-2025-05-20T15:12:40.312Z-compiled","ARRENDAMIENTO PARA EL USO DE LICENCIAS DE HERRAMIENTAS DE CONTROL DE HONESTIDAD ACADÉMICA","2025.189.9999.0000.82.00.000.014.000.1705.530702.000000.001.0000.0000-","","55000.00","USD"
"ocds-5wno2w-RE-PU-GADMATACAMES-2025-0001-20080","RE-PU-GADMATACAMES-2025-0001-20080-2025-06-06T15:46:17.037Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE 4 VOLQUETAS T7H / VOLQUETA / MC11.43 / NUEVO MODELO / 14M3 DESDE LOS 10.000 HASTA LOS 100.000 KILÓMETROS","7.3.04.04","","86147.82","USD"
"ocds-5wno2w-RE-PU-DD10D02AAOS-2025-02-574800","RE-PU-DD10D02AAOS-2025-02-574800-2025-06-24T17:04:35.516Z-compiled","MANTENIMIENTO PREVENTIVO DE EQUIPO BIOMÉDICO TIPO AUTOCLAVE DELHOSPITAL BÁSICO DE ATUNTAQUI PERTENECIENTE LA DIRECCIÓN DISTRITAL10D02-SALUD","2025.320.1257.0000.24.00.052.001.000.1004.730604.000000.202.8888.8888-123200000.0000.386804","","4510.00","USD"
"ocds-5wno2w-RE-PU-GADPP-2025-3-2426","RE-PU-GADPP-2025-3-2426-2025-09-09T20:05:52.109Z-compiled","?SERVICIO DE PARTICIPACIÓN DEL GAD DE LA PROVINCIA DE PICHINCHAEN LAS SEMANAS PRODUCTIVAS Y CULTURALES EN LA PARROQUIA DECALDERÓN","06.36.42.734.001.2025.730205","","103000.00","USD"
"ocds-5wno2w-RE-PU-14D04SALUD-2025-002-13011","RE-PU-14D04SALUD-2025-002-13011-2025-05-08T12:36:22.829Z-compiled","ADQUISICIÓN DE REPUESTOS Y ACCESORIOS QUE INCLUYEN MANTENIMIENTO PREVENTIVO DE TRES VENTILADORES MECÁNICOS Y DOS MONITORES MULTIPARÁMETROS, MARCA: DRAGER UBICADOS EN EL HOSPITAL BÁSICO DE GUALAQUIZA- MISEREOR","2025.320.1361.0000.55.00.000.004.000.1402.530813.000000.001.0000.0000-","","8071.66","USD"
"ocds-5wno2w-RE-PU-FGE-FPDO-UAF-2025-0009-75428","RE-PU-FGE-FPDO-UAF-2025-0009-75428-2025-04-08T12:54:06.105Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE DOS ASCENSORES Y UNA ESCALERA ELÉCTRICA DE LA FISCALÍA DE EL ORO- EDIFICIO MACHALA","2025.598.0007.0000.01.00.000.001.000.0701.530404.000000.001.0000.0000-","","7842.09","USD"
"ocds-5wno2w-RE-PU-EPCBM-2025-00001-367572","RE-PU-EPCBM-2025-00001-367572-2025-05-06T12:31:57.615Z-compiled","CONTRATACIÓN DE SERVICIO DE SOPORTE TÉCNICO, MANTENIMIENTO Y ACTUALIZACIÓN DE LA VERSIÓN INSTALADA DEL SISTEMA GOBERP PARA LA EPCBM","530701","","15200.00","USD"
"ocds-5wno2w-RE-PU-FG-2025-001-71731","RE-PU-FG-2025-001-71731-2025-05-20T15:12:41.420Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DATA CENTER DEL EDIFICIO MONTECRISTI DE LA FISCALIA DEL GUAYAS","2025.598.0009.0000.01.00.000.001.000.0901.530704.000000.001.0000.0000-","","7200.00","USD"
"ocds-5wno2w-RE-PU-ESANMA-2025-0001-16208","RE-PU-ESANMA-2025-0001-16208-2025-05-21T15:10:07.850Z-compiled","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO, PREVENTIVO Y CORRECTIVO PARA UN 1 VEHICULO TIPO CAMIONETA MARCA GREAT WALL MODELO POER AC 4X4, DE PROPIEDAD DE LA ESTACIÓN AERONAVAL DE MANTA","2025.070.3048.0000.01.00.000.001.000.1308.530101.000000.001.0000.0000-","","3192.51","USD"
"ocds-5wno2w-RE-PU-CCENPG-2025-0001-158042","RE-PU-CCENPG-2025-0001-158042-2025-04-22T12:19:08.052Z-compiled","SERVICIO DE ALQUILER DE ESPACIOS ADMINISTRATIVOS EN EL CANTÓN SANCRISTÓBAL.","2025.250.0020.0000.01.00.000.001.000.2001.530502.000000.001.0000.0000-","","6000.00","USD"
"ocds-5wno2w-RE-PU-UTM-2025-0002-41046","RE-PU-UTM-2025-0002-41046-2025-06-17T16:51:47.247Z-compiled","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTOPREVENTIVO Y CORRECTIVO A LOS ASCENSORES DE LAUNIVERSIDAD TÉCNICA DE MANABÍ","2025.173.0000.0000.82.00.127.001.000.1301.750107.000000.998.0000.0000-91730000.0000.389492","","11637.84","USD"
"ocds-5wno2w-RE-PU-CCENPG-2025-0003-158042","RE-PU-CCENPG-2025-0003-158042-2025-04-17T12:25:53.514Z-compiled","CONTRATACIÓN DEL SERVICIO DE ALQUILER DE ESPACIOS ADMINISTRATIVOS EN EL CANTÓN SANTA CRUZ","2025.250.0020.0000.01.00.000.001.000.2001.530502.000000.001.0000.0000-","","10080.00","USD"
"ocds-5wno2w-RE-PU-CEE-2025-001-2504","RE-PU-CEE-2025-001-2504-2025-04-26T13:05:58.793Z-compiled","SERVICIO DE REPARACIÓN Y MANTENIMIENTO DE VOLQUETAS MACK DEL CEE","6.3.04.05","","176132.34","USD"
"ocds-5wno2w-RE-PU-GADPIFO-2025-01-89855","RE-PU-GADPIFO-2025-01-89855-2025-04-08T12:54:50.901Z-compiled","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO DE LAVOLQUETA MARCA SINOTRUK, PLACAS PMA 8517 DEL GAD PIFO, POR GARANTIA","73.04.04","","1292.44","USD"
"ocds-5wno2w-RE-PU-GADM-IBARRA-2025-002-2783","RE-PU-GADM-IBARRA-2025-002-2783-2025-05-07T12:37:57.301Z-compiled","PARTICIPACIÓN DEL CANTÓN IBARRA EN EL CIRCUITO OFICIAL SWS SKYRUNNER WORLD SERIES IBARRA SKY RACE","730249","","50000.00","USD"
"ocds-5wno2w-RE-PU-MEF-2025-001-2468","RE-PU-MEF-2025-001-2468-2025-04-17T12:24:46.208Z-compiled","SOPORTE DE POST GARANTÍA DE LA SOLUCIÓN DE AUTENTICACIÓN BIOMÉTRICA","2025.130.9999.0000.56.00.000.001.000.1701.530106.000000.001.0000.0000-","","24914.54","USD"
"ocds-5wno2w-RE-PU-CCENPG-2025-0002-158042","RE-PU-CCENPG-2025-0002-158042-2025-04-22T12:19:08.080Z-compiled","SERVICIO DE ALQUILER DE ESPACIOS CULTURALES EN EL CANTÓN SAN CRISTÓBAL.","2025.250.0020.0000.01.00.000.001.000.2001.530502.000000.001.0000.0000-","","12000.00","USD"
"ocds-5wno2w-RE-PU-SZC3-2025-00002-180186","RE-PU-SZC3-2025-00002-180186-2025-05-02T12:29:17.722Z-compiled","SERVICIO DE MANTENIMIENTO Y REPARACION DE LOS VEHICULOS MARCA KIA PERTENECIENTES A LA SUBZONA CAÑAR","2025.052.0042.0000.91.00.000.002.000.0301.530405.000000.001.0000.0000-","","21754.74","USD"
"ocds-5wno2w-RE-PU-HEEE-2025-005-52558","RE-PU-HEEE-2025-005-52558-2025-06-13T16:11:27.019Z-compiled","ADQUISICIÓN DEL MEDICAMENTO ALECTINIB SÓLIDO ORAL 150 MG PARA EL HOSPITALDE ESPECIALIDADES EUGENIO ESPEJO","2025.320.1420.0000.58.00.000.005.000.1701.530809.000000.003.0000.0000-","","309859.20","USD"
"ocds-5wno2w-RE-PU-HEEE-2025-006-52558","RE-PU-HEEE-2025-006-52558-2025-06-19T16:55:33.155Z-compiled","ADQUISICION DEL MEDICAMENTO PERTUZUMAB 30 MG/ML LIQUIDOPARENTERAL I PARA EL HOSPITAL DE ESPECIALIDADES EUGENIOESPEJO","2025.320.1420.0000.58.00.000.005.000.1701.530809.000000.003.0000.0000-","","570000.00","USD"
"ocds-5wno2w-RE-PU-HIESSRI-2025-001-2561","RE-PU-HIESSRI-2025-001-2561-2025-05-16T12:48:54.602Z-compiled","ADQUISICIÓN DE REPUESTOS Y ACCESORIOS PARA EQUIPOS MÉDICOS EXCLUSIVOS DE LA MARCA LEISTUNG DEL SERVICIO DE NEONATOLOGÍA DEL HOSPITAL GENERAL RIOBAMBA","530813","","152725.51","USD"
"ocds-5wno2w-RE-PU-UEB-2025-01-69741","RE-PU-UEB-2025-01-69741-2025-04-24T12:47:36.073Z-compiled","CONTRATACIÓN DEL SERVICIO DE ACCESO A LA RED AVANZADA DE INVESTIGACIÓN Y ACADEMIA PARA LA UNIVERSIDAD ESTATAL DE BOLÍVAR","2025.162.0000.0000.82.00.000.002.000.0201.530823.000000.003.0000.0000-","","230078.76","USD"
"ocds-5wno2w-RE-PU-UEA-2025-003-124342","RE-PU-UEA-2025-003-124342-2025-05-21T15:10:14.938Z-compiled","CONTRATACIÓN DE SOPORTE, MANTENIMIENTO Y ACTUALIZACIÓN DEL SISTEMA ERP PARA LA GESTIÓN ADMINISTRATIVA DE LA UNIVERSIDAD ESTATAL AMAZÓNICA","2025.185.0000.0000.01.00.000.001.000.1601.530701.000000.001.0000.0000-","","19992.00","USD"
"ocds-5wno2w-RE-PU-IAEN-2025-002-2575","RE-PU-IAEN-2025-002-2575-2025-09-12T19:05:28.218Z-compiled","SUSCRIPCIÓN DE LA BASE DE DATOS VLEX GLOBAL PARA EL INSTITUTO DE ALTOS ESTUDIOS NACIONALES","2025.232.0000.0000.83.00.000.001.000.1701.530702.000000.002.7001.0060-","","16153.83","USD"
"ocds-5wno2w-RE-PU-UTC-2025-001-2671","RE-PU-UTC-2025-001-2671-2025-06-14T16:05:31.716Z-compiled","CONTRATACIÓN DEL SERVICIO DE ACCESO A LA RED AVANZADA DEINVESTIGACIÓN Y ACADEMIA PARA LA UNIVERSIDAD TÉCNICA DE COTOPAXIPOR UN PERIODO DE 24 MESES","2025.179.0000.0000.01.00.000.002.000.0501.530105.000000.001.0000.0000-","","728059.68","USD"
"ocds-5wno2w-RE-PU-UNAE-2025-003-607247","RE-PU-UNAE-2025-003-607247-2025-05-08T12:36:23.644Z-compiled","SERVICIO DE ACCESO A UNA RED AVANZADA DE INVESTIGACIÓN Y EDUCACIÓN PARA LA UNIVERSIDAD NACIONAL DE EDUCACIÓN","2025.088.9999.0000.83.00.000.002.000.0301.530105.000000.001.0000.0000-","","78380.80","USD"
"ocds-5wno2w-RE-PU-CMFIEDM-2025-003-748941","RE-PU-CMFIEDM-2025-003-748941-2025-04-10T12:37:46.120Z-compiled","CONCENTRADO DE ELECTROLITOS, BICARBONATO DE SODIO EN POLVO PARA HEMODIÁLISIS Y FILTRO DE ALTO FLUJO PARA HEMODIÁLISIS, HEMODIAFILTRACIÓN, ÁREA DE SUPERFICIE DE 1.5 M2 A 1.8 M2","530826","","40310.00","USD"
"ocds-5wno2w-RE-PU-CEE-2025-002-2504","RE-PU-CEE-2025-002-2504-2025-05-17T12:56:17.735Z-compiled","SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE MAQUINARIA KOMATSU DEL CEMAT CEE","6.3.04.04","","83440.03","USD"
"ocds-5wno2w-RE-PU-1BI-2025-001-103880","RE-PU-1BI-2025-001-103880-2025-05-21T15:10:15.359Z-compiled","MANTENIMIENTO PREVENTIVO POR VIGENCIA TECNOLÓGICA DE VEHICULOS GREAT WALL DE LAS UNIDADES DE LA 1BI","2025.070.1016.0000.55.00.000.002.000.0701.530803.000000.001.0000.0000-","","6166.71","USD"
"ocds-5wno2w-RE-PU-EPN-2025-001-45554","RE-PU-EPN-2025-001-45554-2025-06-12T15:57:53.394Z-compiled","Adquirir kit de muestras de roca para calibración deequipo Poroperm","2025.177.9999.0000.82.00.000.008.000.1701.530829.000000.003.0000.0000-","","9300.00","USD"
"ocds-5wno2w-RE-PU-DDS05D01-2025-00002-2489","RE-PU-DDS05D01-2025-00002-2489-2025-05-09T12:33:42.522Z-compiled","ADQUISICION DE REACTIVOS NECESARIOS PARA LOS CONTADORES HEMATOLOGICOS MINDRAY BC-5380, BC-30S DEL LABORATORIO CLÍNICO DEL CENTRO DE SALUD TIPO C LATACUNGA PERTENECIENTE A LA DIRECCIÓN DISTRITAL 05D01 LATACUNGA SALUD","2025.320.1091.0000.90.00.000.001.000.0501.530810.000000.001.0000.0000-","","15188.53","USD"
"ocds-5wno2w-RE-PU-CONGOPE-2025-002-69008","RE-PU-CONGOPE-2025-002-69008-2025-05-10T12:46:11.356Z-compiled","SUSCRIPCIÓN DE SOFTWARE PARA SISTEMAS DE INFORMACIÓN GEOGRÁFICA","01.01.01.999.002.003.5.53.07.02.000.99.99.99.99.17","","29040.00","USD"
"ocds-5wno2w-RE-PU-EPMAPS-2025-001-258814","RE-PU-EPMAPS-2025-001-258814-2025-05-30T15:32:25.122Z-compiled","ADQUISICIÓN DE REACTIVOS Y CONSUMIBLE PARA ANÁLISIS DE PROTOZOARIOS","631104","","63111.41","USD"
"ocds-5wno2w-RE-PU-CGFAE-2025-001-2679","RE-PU-CGFAE-2025-001-2679-2025-05-20T15:12:47.539Z-compiled","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA 11 VEHÍCULOS TIPO CAMIONETAS 4X2 EN CUMPLIMIENTO A LA VIGENCIA TECNOLÓGICA","2025.070.2999.0000.91.00.000.008.000.1701.530405.000000.001.0000.0000-","","49544.00","USD"
"ocds-5wno2w-RE-PU-UNAE-2025-004-607247","RE-PU-UNAE-2025-004-607247-2025-05-30T15:32:24.217Z-compiled","SERVICIO DE MANTENIMIENTO DE ASENSORES BLOQUES A Y B","2025.088.9999.0000.01.00.000.001.000.0301.530404.000000.001.0000.0000-","","49000.00","USD"
"ocds-5wno2w-RE-PU-HCAM-2025-008-54651","RE-PU-HCAM-2025-008-54651-2025-06-02T15:35:56.780Z-compiled","Adquisición del medicamento romiplostim sólido parenteral 250 mcg para la Unidad Técnica deFarmacia Hospitalaria","530809","","298002.90","USD"
"ocds-5wno2w-RE-PU-MEF-2025-002-2468","RE-PU-MEF-2025-002-2468-2025-07-05T17:45:32.323Z-compiled","SOPORTE UNIFICADO MICROSOFT","2025.130.9999.0000.56.00.000.001.000.1701.530701.000000.001.0000.0000-","","317048.00","USD"
"ocds-5wno2w-RE-PU-IIIDE-2025-001-104585","RE-PU-IIIDE-2025-001-104585-2025-04-15T12:50:35.857Z-compiled","Mantenimiento preventivo y correctivo de vehículos Great Wall, con cargo al convenio CELEC – MIDENA.","2025.070.1014.0000.55.00.000.003.000.0101.530405.000000.701.1093.0003-","","50000.00","USD"
"ocds-5wno2w-RE-PU-HGONA-2025-002-730708","RE-PU-HGONA-2025-002-730708-2025-06-27T16:25:05.590Z-compiled","MANTENIMIENTO PREVENTIVO DEL SISTEMA DE TRANSPORTE NEUMATICOPARA EL HOSPITAL GINECO OBSTETRICO PEDIATRICO DE NUEVA  AURORA LUZ ELENA ARISMENDI","2025.320.9002.0000.57.00.000.002.000.1701.530402.000000.002.0000.0000-","","11970.00","USD"
"ocds-5wno2w-RE-PU-INSPI-CZ9-2025-00001-770241","RE-PU-INSPI-CZ9-2025-00001-770241-2025-10-16T19:58:25.985Z-compiled","ADQUISICIÓN DE REACTIVOS PARA IDENTIFICACIÓN Y DETERMINACIÓN AUTOMATIZADA DE SUSCEPTIBILIDAD DEL CENTRO DE REFERENCIA NACIONAL DE RESISTENCIA A LOS ANTIMICROBIANOS COORDINACIÓN ZONAL 9 DEL INSTITUTO NACIONAL DE INVESTIGACIÓN EN SALUD PÚBLICA","2025.267.9000.0000.55.00.000.001.000.1701.530810.000000.001.0000.0000-","","9114.00","USD"
"ocds-5wno2w-RE-PU-CNELEP-2025-1-462114","RE-PU-CNELEP-2025-1-462114-2025-05-10T12:48:50.321Z-compiled","CORP SERVICIO DE SOPORTE Y MANTENIMIENTO DE LA PLATAFORMA DE ENVÍO Y FILTRADO DE NOTIFICACIONES DE CNEL EP GTI","522090101000000-952000000000000","","105000.00","USD"
"ocds-5wno2w-RE-PU-DHG-2025-006-5702","RE-PU-DHG-2025-006-5702-2025-06-25T16:27:40.752Z-compiled","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO INCLUIDO REPUESTOS PARA LOS VENTILADORES MARCA IMTMEDICAL Y O TWO DEL AREA DE TERAPIA RESPIRATORIA DE LA DHG","2025.058.0002.0000.91.00.000.001.000.0901.530606.000000.001.0000.0000-","","18272.00","USD"
"ocds-5wno2w-RE-PU-CNELEP-2025-2-462114","RE-PU-CNELEP-2025-2-462114-2025-09-03T19:12:01.796Z-compiled","MAN Mantenimiento preventivo y correctivo por vigencia tecnológica de seis vehículos canasta tipo telescópico del parque automotor de CNEL EP Unidad de Negocio Manabí 2025 -2027 GAF","521020105000000","","132264.58","USD"
"ocds-5wno2w-RE-PU-BASJAR-2025-001-42036","RE-PU-BASJAR-2025-001-42036-2025-04-15T12:51:34.412Z-compiled","MANTENIMIENTO PREVENTIVO DEL PARQUE AUTOMOTOR DE CAMIONETAS GREAT WALL POER QUE CUMPLEN OPERACIONES DE ÁMBITO INTERNO EN LA BASE NAVAL DE JARAMIJÓ Y REPARTOS SUBORDINADOS EN LA PLAZA DE MANABÍ","2025.070.3004.0000.01.00.000.001.000.1321.530101.000000.001.0000.0000-","","70468.85","USD"
"ocds-5wno2w-RE-PU-CCENPG-2025-0004-158042","RE-PU-CCENPG-2025-0004-158042-2025-04-17T12:25:53.543Z-compiled","SERVICIO DE ALQUILER DE ESPACIOSCULTURALES EN EL CANTÓN SANTA CRUZ","2025.250.0020.0000.01.00.000.001.000.2001.530502.000000.001.0000.0000-","","12480.00","USD"
"ocds-5wno2w-RE-PU-CCFFAA-2025-002-2539","RE-PU-CCFFAA-2025-002-2539-2025-05-09T12:33:38.089Z-compiled","Contratación del servicio de mantenimiento preventivo del Sistema de Alimentación Ininterrumpida UPS del Comando de Ciberdefensa a fin de cumplir con el principio de vigencia tecnológica","2025.070.4999.0000.55.00.000.001.000.1701.530307.000000.002.0000.0000-","","1750.00","USD"
"ocds-5wno2w-RE-PU-BCE-2025-002-2457","RE-PU-BCE-2025-002-2457-2025-07-07T17:52:03.776Z-compiled","REPARACIÓN DE SENSORES Y TARJETAS ELECTRÓNICAS DEL FAJILLADOR AUTOMÁTICO PARA MÁQUINAS CLASIFICADORAS DE BILLETES BPS M7","412210400827400829","","48475.20","USD"
"ocds-5wno2w-RE-PU-CEE-2025-003-2504","RE-PU-CEE-2025-003-2504-2025-05-29T15:29:50.302Z-compiled","ADQUISICIÓN DE REPUESTOS Y ACCESORIOS PARA VEHÍCULOS MACK DE LA UEC ORIENTE","6.3.08.13","","130000.00","USD"
"ocds-5wno2w-RE-PU-ESPOL-2025-001-26822","RE-PU-ESPOL-2025-001-26822-2025-05-30T15:32:26.069Z-compiled","SERVICIOS DE SUSCRIPCION DE LA HERRAMIENTA DE BUSQUEDA DESCUBRIDOR EDS  EBSCO DISCOVERY SERVICE PARA EL CIB INFORMACION PARA EL CENTRO DE INFORMACION BIBLIOTECARIA DE LA ESCUELA SUPERIOR POLITECNICA","2025.167.0000.0000.82.00.000.001.000.0901.530204.000000.002.7001.0010-","","16700.00","USD"
"ocds-5wno2w-RE-PU-UTLVTE-2025-003-75445","RE-PU-UTLVTE-2025-003-75445-2025-05-01T12:39:19.080Z-compiled","SUSCRIPCION A LA BIBLIOTECA VIRTUAL MAGISTERIO","2025.165.0000.0000.82.00.000.001.000.0801.840104.000000.001.0000.0000-","","4500.00","USD"
"ocds-5wno2w-RE-PU-CNT-2025-673-236009","RE-PU-CNT-2025-673-236009-2025-07-02T17:39:17.073Z-compiled","PRESTACIÓN DE LOS SERVICIOS DE ACTUALIZACIÓN, SOPORTE TÉCNICO, Y HORAS DE ASISTENCIA TÉCNICA BAJO DEMANDA PARA LA PLATAFORMA FLUJO DE COLAS MUSUX SFC DE LA CORPORACIÓN NACIONAL DE TELECOMUNICACIONES CNT E.P","20066","","179600.00","USD"
"ocds-5wno2w-RE-PU-GADMCEV-2025-003-2760","RE-PU-GADMCEV-2025-003-2760-2025-06-17T16:51:51.291Z-compiled","CONTRATACION DE SERVICIO DE MANTENIMIENTO, SOPORTE TECNICO, FACTURACIONELECTRONICA, PAGOS EN LINEA Y ACTUALIZACION PERIODICA DEL SISTEMAINFORMÁTICO INTEGRAL ERP – CABILDO PLATAFORMA WEB: DE GESTIÓNADMINISTRATIVA - OPERATIVA - FINANCIERA","12153070100000000001","","8000.00","USD"
"ocds-5wno2w-RE-PU-HGONA-2025-003-730708","RE-PU-HGONA-2025-003-730708-2025-06-27T16:25:07.934Z-compiled","MANTENIMIENTO PREVENTIVO SISTEMA DEASCENSORES PARA EL HOSPITAL GINECO  OBSTETRICO PEDIATRICO DE NUEVA AURORA LUZ ELENA ARISMENDI","2025.320.9002.0000.57.00.000.001.000.1701.530404.000000.001.0000.0000-","","28275.12","USD"
"ocds-5wno2w-RE-PU-ESPOL-2025-002-26822","RE-PU-ESPOL-2025-002-26822-2025-05-17T12:57:52.478Z-compiled","CONTRATACIÓN DEL SERVICIO DE ACCESO Y USO DE PLATAFORMAS DE CONTENIDOS ESPECIALIZADOS EN ÁREAS DE CIENCIAS Y TECNOLOGÍAS ?Science Direct? PARA EL CENTRO DE INFORMACIÓN BIBLIOTECARIA DE LA ESCUELA SUPERIOR POLITÉCNICA DEL LITORAL ESPOL","2025.167.0000.0000.82.00.000.001.000.0901.530204.000000.002.7001.0010-","","129619.36","USD"
"ocds-5wno2w-RE-PU-EMS-2025-001-309632","RE-PU-EMS-2025-001-309632-2025-06-03T15:39:35.466Z-compiled","MANTENIMIENTO MAQUINARIA PESADA DEL COE-M 3 RETROEXCAVADORAS, 1 MINI CARGADORA, 4 VOLQUETAS","730405,730803,730813","","169493.18","USD"
"ocds-5wno2w-RE-PU-EMAPA-I-2025-002-316213","RE-PU-EMAPA-I-2025-002-316213-2025-09-24T18:51:46.183Z-compiled","CONTRATACIÓN DEL SERVICIO DE ABASTECIMIENTO DE DIESEL INDUSTRIAL PARA LOS GENERADORES DE LA EMAPAI","6.3.02.55","","18500.00","USD"
"ocds-5wno2w-RE-PU-UNASE-2025-0001-192196","RE-PU-UNASE-2025-0001-192196-2025-04-24T12:47:35.798Z-compiled","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO CON ADQUISICIÓN DE REPUESTOS Y LUBRICANTES, PARA LOS VEHÍCULOS MARCA CHEVROLET VIGENCIA TECNOLOGICA ASIGNADAS A LA UNASE LOS RÍOS","2025.052.0065.0000.01.00.000.001.000.1701.530405.000000.001.0000.0000-","","70000.00","USD"
"ocds-5wno2w-RE-PU-HOSNAG-2025-003-2706","RE-PU-HOSNAG-2025-003-2706-2025-08-14T17:37:13.957Z-compiled","ADQUISICIÓN DE MEDIOS DE CONTRASTE BARITADOS ORAL Y RECTAL PARA REALIZAR ESTUDIOS ESPECIALES DE ESOFAGOGRAMA, ENEMA DE BARIO Y TOMOGRAFÍAS CONTRASTADAS, EN LA DIVISIÓN DE IMÁGENES DEL HOSPITAL GENERAL HOSNAG","2025.070.3030.0000.86.00.000.003.000.0901.530809.000000.002.0000.0000-","","8700.00","USD"
"ocds-5wno2w-RE-PU-UTLVTE-2025-002-75445","RE-PU-UTLVTE-2025-002-75445-2025-05-08T12:37:40.839Z-compiled","SUSCRIPCION A BIBLIOTECAS VIRTUALES E-LIBRO","2025.165.0000.0000.82.00.000.001.000.0801.530702.000000.001.0000.0000-","","13975.00","USD"
"ocds-5wno2w-RE-PU-CB_CP-2025-01-873574","RE-PU-CB_CP-2025-01-873574-2025-05-06T12:32:05.736Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO EN CUMPLIMIENTO AL PRINCIPIO DE VIGENCIA TECNOLÓGICA, PARA EL VEHÍCULO CAMIONETA 4X2 MARCA CHEVROLET","53.04.05","","14849.36","USD"
